0.000000	2.480000
2.000000E-6	2.480000
4.000000E-6	2.480000
6.000000E-6	2.480000
8.000000E-6	2.480000
1.000000E-5	2.480000
1.200000E-5	2.480000
1.400000E-5	2.480000
1.600000E-5	2.480000
1.800000E-5	2.480000
2.000000E-5	2.480000
2.200000E-5	2.480000
2.400000E-5	2.480000
2.600000E-5	2.480000
2.800000E-5	2.480000
3.000000E-5	2.480000
3.200000E-5	2.480000
3.400000E-5	2.480000
3.600000E-5	2.480000
3.800000E-5	2.480000
4.000000E-5	2.480000
4.200000E-5	2.480000
4.400000E-5	2.480000
4.600000E-5	2.480000
4.800000E-5	2.480000
5.000000E-5	2.480000
5.200000E-5	2.480000
5.400000E-5	2.480000
5.600000E-5	2.480000
5.800000E-5	2.480000
6.000000E-5	2.480000
6.200000E-5	2.480000
6.400000E-5	2.480000
6.600000E-5	2.480000
6.800000E-5	2.480000
7.000000E-5	2.480000
7.200000E-5	2.480000
7.400000E-5	2.480000
7.600000E-5	2.480000
7.800000E-5	2.480000
8.000000E-5	2.480000
8.200000E-5	2.480000
8.400000E-5	2.480000
8.600000E-5	2.480000
8.800000E-5	2.480000
9.000000E-5	2.480000
9.200000E-5	2.480000
9.400000E-5	2.480000
9.600000E-5	2.480000
9.800000E-5	2.480000
0.000100	5.820000
0.000102	6.480000
0.000104	6.500000
0.000106	6.540000
0.000108	6.560000
0.000110	6.560000
0.000112	6.580000
0.000114	6.580000
0.000116	6.580000
0.000118	6.580000
0.000120	6.580000
0.000122	6.600000
0.000124	6.580000
0.000126	6.580000
0.000128	6.580000
0.000130	6.580000
0.000132	6.600000
0.000134	6.600000
0.000136	6.580000
0.000138	6.580000
0.000140	6.580000
0.000142	6.580000
0.000144	6.580000
0.000146	6.580000
0.000148	6.580000
0.000150	6.580000
0.000152	6.580000
0.000154	6.580000
0.000156	6.580000
0.000158	6.580000
0.000160	6.580000
0.000162	6.580000
0.000164	6.580000
0.000166	6.580000
0.000168	6.580000
0.000170	6.580000
0.000172	6.580000
0.000174	6.580000
0.000176	6.580000
0.000178	6.560000
0.000180	6.580000
0.000182	6.560000
0.000184	6.560000
0.000186	6.560000
0.000188	6.560000
0.000190	6.560000
0.000192	6.560000
0.000194	6.560000
0.000196	6.560000
0.000198	6.560000
0.000200	6.560000
0.000202	6.560000
0.000204	6.560000
0.000206	6.560000
0.000208	6.560000
0.000210	6.540000
0.000212	6.560000
0.000214	6.560000
0.000216	6.560000
0.000218	6.540000
0.000220	6.540000
0.000222	6.540000
0.000224	6.540000
0.000226	6.540000
0.000228	6.540000
0.000230	6.540000
0.000232	6.540000
0.000234	6.540000
0.000236	6.540000
0.000238	6.540000
0.000240	6.540000
0.000242	6.540000
0.000244	6.540000
0.000246	6.540000
0.000248	6.540000
0.000250	6.520000
0.000252	6.520000
0.000254	6.520000
0.000256	6.520000
0.000258	6.520000
0.000260	6.520000
0.000262	6.520000
0.000264	6.520000
0.000266	6.520000
0.000268	6.520000
0.000270	6.520000
0.000272	6.520000
0.000274	6.520000
0.000276	6.520000
0.000278	6.500000
0.000280	6.500000
0.000282	6.500000
0.000284	6.500000
0.000286	6.500000
0.000288	6.500000
0.000290	6.500000
0.000292	6.500000
0.000294	6.500000
0.000296	6.500000
0.000298	6.500000
0.000300	6.500000
0.000302	6.500000
0.000304	6.500000
0.000306	6.500000
0.000308	6.500000
0.000310	6.500000
0.000312	6.500000
0.000314	6.500000
0.000316	6.500000
0.000318	6.500000
0.000320	6.500000
0.000322	6.480000
0.000324	6.500000
0.000326	6.480000
0.000328	6.480000
0.000330	6.480000
0.000332	6.480000
0.000334	6.480000
0.000336	6.480000
0.000338	6.480000
0.000340	6.480000
0.000342	6.480000
0.000344	6.480000
0.000346	6.480000
0.000348	6.480000
0.000350	6.480000
0.000352	6.480000
0.000354	6.480000
0.000356	6.480000
0.000358	6.460000
0.000360	6.480000
0.000362	6.460000
0.000364	6.460000
0.000366	6.460000
0.000368	6.460000
0.000370	6.460000
0.000372	6.460000
0.000374	6.460000
0.000376	6.460000
0.000378	6.460000
0.000380	6.460000
0.000382	6.460000
0.000384	6.460000
0.000386	6.460000
0.000388	6.460000
0.000390	6.460000
0.000392	6.460000
0.000394	6.460000
0.000396	6.460000
0.000398	6.460000
0.000400	6.460000
0.000402	6.460000
0.000404	6.460000
0.000406	6.460000
0.000408	6.460000
0.000410	6.460000
0.000412	6.460000
0.000414	6.440000
0.000416	6.440000
0.000418	6.460000
0.000420	6.440000
0.000422	6.440000
0.000424	6.440000
0.000426	6.440000
0.000428	6.440000
0.000430	6.440000
0.000432	6.440000
0.000434	6.440000
0.000436	6.440000
0.000438	6.440000
0.000440	6.440000
0.000442	6.440000
0.000444	6.440000
0.000446	6.440000
0.000448	6.440000
0.000450	6.440000
0.000452	6.440000
0.000454	6.420000
0.000456	6.420000
0.000458	6.420000
0.000460	6.420000
0.000462	6.420000
0.000464	6.420000
0.000466	6.420000
0.000468	6.420000
0.000470	6.420000
0.000472	6.420000
0.000474	6.420000
0.000476	6.420000
0.000478	6.420000
0.000480	6.420000
0.000482	6.420000
0.000484	6.420000
0.000486	6.420000
0.000488	6.420000
0.000490	6.420000
0.000492	6.420000
0.000494	6.400000
0.000496	6.420000
0.000498	6.420000
0.000500	6.400000
0.000502	6.400000
0.000504	6.400000
0.000506	6.400000
0.000508	6.400000
0.000510	6.400000
0.000512	6.400000
0.000514	6.400000
0.000516	6.400000
0.000518	6.400000
0.000520	6.400000
0.000522	6.400000
0.000524	6.400000
0.000526	6.400000
0.000528	6.400000
0.000530	6.400000
0.000532	6.400000
0.000534	6.400000
0.000536	6.400000
0.000538	6.400000
0.000540	6.400000
0.000542	6.400000
0.000544	6.400000
0.000546	6.380000
0.000548	6.400000
0.000550	6.400000
0.000552	6.380000
0.000554	6.380000
0.000556	6.380000
0.000558	6.380000
0.000560	6.380000
0.000562	6.380000
0.000564	6.380000
0.000566	6.380000
0.000568	6.380000
0.000570	6.380000
0.000572	6.380000
0.000574	6.380000
0.000576	6.380000
0.000578	6.380000
0.000580	6.380000
0.000582	6.380000
0.000584	6.380000
0.000586	6.380000
0.000588	6.380000
0.000590	6.380000
0.000592	6.380000
0.000594	6.380000
0.000596	6.360000
0.000598	6.380000
0.000600	6.360000
0.000602	6.360000
0.000604	6.360000
0.000606	6.360000
0.000608	6.360000
0.000610	6.360000
0.000612	6.360000
0.000614	6.360000
0.000616	6.360000
0.000618	6.360000
0.000620	6.360000
0.000622	6.360000
0.000624	6.360000
0.000626	6.360000
0.000628	6.360000
0.000630	6.360000
0.000632	6.360000
0.000634	6.360000
0.000636	6.360000
0.000638	6.360000
0.000640	6.360000
0.000642	6.360000
0.000644	6.360000
0.000646	6.360000
0.000648	6.360000
0.000650	6.360000
0.000652	6.360000
0.000654	6.360000
0.000656	6.360000
0.000658	6.360000
0.000660	6.360000
0.000662	6.340000
0.000664	6.340000
0.000666	6.340000
0.000668	6.340000
0.000670	6.340000
0.000672	6.340000
0.000674	6.340000
0.000676	6.340000
0.000678	6.340000
