0.000000	-5.440000	0.014000
1.000000E-6	-5.440000	0.014000
2.000000E-6	-5.440000	0.013600
3.000000E-6	-5.440000	0.014000
4.000000E-6	-5.440000	0.014000
5.000000E-6	-5.440000	0.013600
6.000000E-6	-5.440000	0.014000
7.000000E-6	-5.440000	0.013600
8.000000E-6	-5.440000	0.013600
9.000000E-6	-5.440000	0.013600
1.000000E-5	-5.440000	0.013600
1.100000E-5	-5.440000	0.013600
1.200000E-5	-5.440000	0.013600
1.300000E-5	-5.440000	0.013600
1.400000E-5	-5.440000	0.014000
1.500000E-5	-5.440000	0.013600
1.600000E-5	-5.440000	0.014000
1.700000E-5	-5.440000	0.014000
1.800000E-5	-5.440000	0.013600
1.900000E-5	-5.440000	0.013600
2.000000E-5	-5.440000	0.014000
2.100000E-5	-5.440000	0.013600
2.200000E-5	-5.440000	0.014000
2.300000E-5	-5.440000	0.014000
2.400000E-5	-5.440000	0.013600
2.500000E-5	-5.440000	0.013600
2.600000E-5	-5.440000	0.013600
2.700000E-5	-5.440000	0.013600
2.800000E-5	-5.440000	0.013600
2.900000E-5	-5.440000	0.013600
3.000000E-5	-5.440000	0.014000
3.100000E-5	-5.440000	0.014000
3.200000E-5	-5.440000	0.014000
3.300000E-5	-5.440000	0.013600
3.400000E-5	-5.440000	0.013600
3.500000E-5	-5.440000	0.014000
3.600000E-5	-5.440000	0.014000
3.700000E-5	-5.440000	0.013600
3.800000E-5	-5.440000	0.014000
3.900000E-5	-5.440000	0.013600
4.000000E-5	-5.440000	0.014000
4.100000E-5	-5.440000	0.014000
4.200000E-5	-5.440000	0.013600
4.300000E-5	-5.440000	0.014000
4.400000E-5	-5.440000	0.013600
4.500000E-5	-5.440000	0.013600
4.600000E-5	-5.440000	0.013600
4.700000E-5	-5.440000	0.013600
4.800000E-5	-5.440000	0.013600
4.900000E-5	-5.440000	0.013600
5.000000E-5	-5.440000	0.013600
5.100000E-5	-5.440000	0.013600
5.200000E-5	-5.440000	0.013600
5.300000E-5	-5.440000	0.014000
5.400000E-5	-5.440000	0.014000
5.500000E-5	-5.440000	0.014000
5.600000E-5	-5.440000	0.013600
5.700000E-5	-5.440000	0.013600
5.800000E-5	-5.440000	0.013600
5.900000E-5	-5.440000	0.013600
6.000000E-5	-5.440000	0.014000
6.100000E-5	-5.440000	0.013600
6.200000E-5	-5.440000	0.013600
6.300000E-5	-5.440000	0.013600
6.400000E-5	-5.440000	0.013600
6.500000E-5	-5.440000	0.013600
6.600000E-5	-5.440000	0.013600
6.700000E-5	-5.440000	0.013600
6.800000E-5	-5.440000	0.013600
6.900000E-5	-5.440000	0.014000
7.000000E-5	-5.440000	0.013600
7.100000E-5	-5.440000	0.013600
7.200000E-5	-5.440000	0.013600
7.300000E-5	-5.440000	0.013600
7.400000E-5	-5.440000	0.013600
7.500000E-5	-5.440000	0.013600
7.600000E-5	-5.440000	0.013600
7.700000E-5	-5.440000	0.014000
7.800000E-5	-5.440000	0.013600
7.900000E-5	-5.440000	0.013600
8.000000E-5	-5.440000	0.013600
8.100000E-5	-5.440000	0.013600
8.200000E-5	-5.440000	0.013600
8.300000E-5	-5.440000	0.013600
8.400000E-5	-5.440000	0.013600
8.500000E-5	-5.440000	0.013600
8.600000E-5	-5.440000	0.013600
8.700000E-5	-5.440000	0.013600
8.800000E-5	-5.440000	0.013600
8.900000E-5	-5.440000	0.013600
9.000000E-5	-5.440000	0.013600
9.100000E-5	-5.440000	0.013600
9.200000E-5	-5.440000	0.013600
9.300000E-5	-5.440000	0.013600
9.400000E-5	-5.440000	0.013600
9.500000E-5	-5.440000	0.013600
9.600000E-5	-5.440000	0.013600
9.700000E-5	-5.440000	0.013600
9.800000E-5	-5.440000	0.013600
