Sourcefile	20260427 151445 Faraday Airdemo Scan Analog.qmp
Exporttime	27.04.2026 15:26:23

Start Time	27.04.2026 15:16:41
End Time	27.04.2026 15:23:36


Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	27.04.2026 15:16:41

Mass [amu]	Ion Current [A]
23,53	-4,644738e-014
23,56	-4,077673e-014
23,59	-3,161202e-014
23,63	-2,478012e-014
23,66	-2,483950e-014
23,69	-3,115891e-014
23,72	-3,997745e-014
23,75	-4,790324e-014
23,78	-5,228593e-014
23,81	-5,133848e-014
23,84	-4,581405e-014
23,88	-3,942559e-014
23,91	-3,618061e-014
23,94	-3,673459e-014
23,97	-3,891900e-014
24,00	-4,158929e-014
24,03	-4,469464e-014
24,06	-4,662187e-014
24,09	-4,515923e-014
24,13	-4,066178e-014
24,16	-3,600759e-014
24,19	-3,381476e-014
24,22	-3,458400e-014
24,25	-3,665355e-014
24,28	-3,745912e-014
24,31	-3,569219e-014
24,34	-3,326948e-014
24,38	-3,375046e-014
24,41	-3,755668e-014
24,44	-4,159223e-014
24,47	-4,397860e-014
24,50	-4,541017e-014
24,53	-4,602715e-014
24,56	-4,431111e-014
24,59	-3,953524e-014
24,63	-3,327447e-014
24,66	-2,755884e-014
24,69	-2,309320e-014
24,72	-2,005347e-014
24,75	-1,916471e-014
24,78	-2,111778e-014
24,81	-2,516176e-014
24,84	-2,952994e-014
24,88	-3,293424e-014
24,91	-3,411786e-014
24,94	-3,187950e-014
24,97	-2,690975e-014
25,00	-2,167607e-014
25,03	-1,895221e-014
25,06	-2,050542e-014
25,09	-2,484667e-014
25,13	-2,824371e-014
25,16	-2,932846e-014
25,19	-2,939409e-014
25,22	-2,931757e-014
25,25	-2,948223e-014
25,28	-3,069472e-014
25,31	-3,303758e-014
25,34	-3,512042e-014
25,38	-3,562598e-014
25,41	-3,492033e-014
25,44	-3,416692e-014
25,47	-3,383299e-014
25,50	-3,423100e-014
25,53	-3,584754e-014
25,56	-3,782683e-014
25,59	-3,797651e-014
25,63	-3,561907e-014
25,66	-3,310180e-014
25,69	-3,318197e-014
25,72	-3,561290e-014
25,75	-3,715785e-014
25,78	-3,481003e-014
25,81	-2,905334e-014
25,84	-2,338100e-014
25,88	-2,041622e-014
25,91	-2,052764e-014
25,94	-2,340270e-014
25,97	-2,789363e-014
26,00	-3,153457e-014
26,03	-3,249939e-014
26,06	-3,152301e-014
26,09	-3,122686e-014
26,13	-3,337771e-014
26,16	-3,708392e-014
26,19	-4,012128e-014
26,22	-4,116670e-014
26,25	-4,050713e-014
26,28	-3,925155e-014
26,31	-3,785641e-014
26,34	-3,594093e-014
26,38	-3,403304e-014
26,41	-3,366956e-014
26,44	-3,495894e-014
26,47	-3,684859e-014
26,50	-3,910124e-014
26,53	-4,116184e-014
26,56	-4,188595e-014
26,59	-4,155406e-014
26,63	-4,116333e-014
26,66	-4,114109e-014
26,69	-4,210601e-014
26,72	-4,450560e-014
26,75	-4,730173e-014
26,78	-4,816289e-014
26,81	-4,569482e-014
26,84	-4,121077e-014
26,88	-3,662855e-014
26,91	-3,217463e-014
26,94	-2,872653e-014
26,97	-2,919052e-014
27,00	-3,422559e-014
27,03	-4,003655e-014
27,06	-4,308408e-014
27,09	-4,342368e-014
27,13	-4,240013e-014
27,16	-4,052698e-014
27,19	-3,823144e-014
27,22	-3,689661e-014
27,25	-3,723132e-014
27,28	-3,765706e-014
27,31	-3,737990e-014
27,34	-3,836249e-014
27,38	-4,173902e-014
27,41	-4,585714e-014
27,44	-4,854625e-014
27,47	-4,849685e-014
27,50	-4,503202e-014
27,53	-3,714069e-014
27,56	-2,154174e-014
27,59	5,213573e-015
27,63	4,086631e-014
27,66	7,787691e-014
27,69	1,099400e-013
27,72	1,350575e-013
27,75	1,542460e-013
27,78	1,691353e-013
27,81	1,796708e-013
27,84	1,853078e-013
27,88	1,884293e-013
27,91	1,924556e-013
27,94	1,967857e-013
27,97	1,980843e-013
28,00	1,954519e-013
28,03	1,904305e-013
28,06	1,837587e-013
28,09	1,746571e-013
28,13	1,621308e-013
28,16	1,463159e-013
28,19	1,286558e-013
28,22	1,110847e-013
28,25	9,544468e-014
28,28	8,281086e-014
28,31	7,311608e-014
28,34	6,515681e-014
28,38	5,663830e-014
28,41	4,605597e-014
28,44	3,384295e-014
28,47	1,998919e-014
28,50	3,686247e-015
28,53	-1,305336e-014
28,56	-2,540153e-014
28,59	-3,093249e-014
28,63	-3,225649e-014
28,66	-3,388047e-014
28,69	-3,742969e-014
28,72	-4,059027e-014
28,75	-4,046379e-014
28,78	-3,675039e-014
28,81	-3,134649e-014
28,84	-2,597030e-014
28,88	-2,133914e-014
28,91	-1,807934e-014
28,94	-1,704435e-014
28,97	-1,866281e-014
29,00	-2,229745e-014
29,03	-2,652619e-014
29,06	-3,011457e-014
29,09	-3,202397e-014
29,13	-3,127973e-014
29,16	-2,831847e-014
29,19	-2,504095e-014
29,22	-2,262178e-014
29,25	-2,144712e-014
29,28	-2,258673e-014
29,31	-2,716424e-014
29,34	-3,486316e-014
29,38	-4,288894e-014
29,41	-4,726764e-014
29,44	-4,661912e-014
29,47	-4,248016e-014
29,50	-3,660819e-014
29,53	-3,113029e-014
29,56	-2,827330e-014
29,59	-2,738471e-014
29,63	-2,576768e-014
29,66	-2,268942e-014
29,69	-1,967508e-014
29,72	-1,796090e-014
29,75	-1,746840e-014
29,78	-1,756303e-014
29,81	-1,791697e-014
29,84	-1,894682e-014
29,88	-2,124793e-014
29,91	-2,431788e-014
29,94	-2,777065e-014
29,97	-3,318245e-014
30,00	-4,046403e-014
30,03	-4,414817e-014
30,06	-4,002580e-014
30,09	-3,285336e-014
30,13	-3,008168e-014
30,16	-3,175811e-014
30,19	-3,313671e-014
30,22	-3,302248e-014
30,25	-3,387547e-014
30,28	-3,629836e-014
30,31	-3,753483e-014
30,34	-3,528222e-014
30,38	-3,184597e-014
30,41	-3,298386e-014
30,44	-4,108216e-014
30,47	-5,175411e-014
30,50	-5,832474e-014
30,53	-5,697367e-014
30,56	-4,869300e-014
30,59	-3,827086e-014
30,63	-2,951536e-014
30,66	-2,255642e-014
30,69	-1,810557e-014
30,72	-1,996261e-014
30,75	-2,881253e-014
30,78	-3,837133e-014
30,81	-4,252361e-014
30,84	-4,164517e-014
30,88	-3,929258e-014
30,91	-3,754905e-014
30,94	-3,642893e-014
30,97	-3,470030e-014
31,00	-3,127325e-014
31,03	-2,722792e-014
31,06	-2,540716e-014
31,09	-2,689797e-014
31,13	-3,004175e-014
31,16	-3,342928e-014
31,19	-3,700418e-014
31,22	-4,049377e-014
31,25	-4,334786e-014
31,28	-4,552388e-014
31,31	-4,701582e-014
31,34	-4,738971e-014
31,38	-4,590628e-014
31,41	-4,222883e-014
31,44	-3,744830e-014
31,47	-3,335155e-014
31,50	-3,092148e-014
31,53	-3,041074e-014
31,56	-3,138230e-014
31,59	-3,232176e-014
31,63	-3,146593e-014
31,66	-2,831810e-014
31,69	-2,420211e-014
31,72	-2,097139e-014
31,75	-1,887241e-014
31,78	-1,626686e-014
31,81	-1,233863e-014
31,84	-9,063145e-015
31,88	-8,484867e-015
31,91	-9,458360e-015
31,94	-9,427079e-015
31,97	-7,224002e-015
32,00	-3,206482e-015
32,03	4,959544e-016
32,06	1,141848e-015
32,09	-1,273935e-015
32,13	-4,436985e-015
32,16	-7,188028e-015
32,19	-1,016206e-014
32,22	-1,336842e-014
32,25	-1,491809e-014
32,28	-1,386366e-014
32,31	-1,256320e-014
32,34	-1,341141e-014
32,38	-1,554763e-014
32,41	-1,743665e-014
32,44	-2,008149e-014
32,47	-2,505843e-014
32,50	-3,075893e-014
32,53	-3,294582e-014
32,56	-3,007900e-014
32,59	-2,694559e-014
32,63	-2,959932e-014
32,66	-3,727912e-014
32,69	-4,390522e-014
32,72	-4,574372e-014
32,75	-4,350725e-014
32,78	-4,014032e-014
32,81	-3,901204e-014
32,84	-4,121302e-014
32,88	-4,425263e-014
32,91	-4,510156e-014
32,94	-4,324056e-014
32,97	-4,038136e-014
33,00	-3,867562e-014
33,03	-3,903230e-014
33,06	-4,065822e-014
33,09	-4,253085e-014
33,13	-4,513582e-014
33,16	-4,932407e-014
33,19	-5,391567e-014
33,22	-5,673439e-014
33,25	-5,750455e-014
33,28	-5,766018e-014
33,31	-5,727648e-014
33,34	-5,471059e-014
33,38	-4,984982e-014
33,41	-4,466768e-014
33,44	-4,076273e-014
33,47	-3,930244e-014
33,50	-4,154320e-014
33,53	-4,679411e-014
33,56	-5,221051e-014
33,59	-5,549451e-014
33,63	-5,614815e-014
33,66	-5,445629e-014
33,69	-5,049024e-014
33,72	-4,515612e-014
33,75	-4,145487e-014
33,78	-4,209439e-014
33,81	-4,657303e-014
33,84	-5,222800e-014
33,88	-5,612306e-014
33,91	-5,636131e-014
33,94	-5,371604e-014
33,97	-5,004647e-014
34,00	-4,562173e-014
34,03	-4,120082e-014
34,06	-3,976007e-014
34,09	-4,308230e-014
34,13	-4,942110e-014
34,16	-5,552599e-014
34,19	-5,891116e-014
34,22	-5,826481e-014
34,25	-5,396808e-014
34,28	-4,929865e-014
34,31	-4,858518e-014
34,34	-5,222318e-014
34,38	-5,600405e-014
34,41	-5,602935e-014
34,44	-5,190976e-014
34,47	-4,586437e-014
34,50	-4,012863e-014
34,53	-3,525967e-014
34,56	-3,122311e-014
34,59	-2,920071e-014
34,63	-3,074280e-014
34,66	-3,507931e-014
34,69	-3,930615e-014
34,72	-4,166247e-014
34,75	-4,226439e-014
34,78	-4,109284e-014
34,81	-3,795632e-014
34,84	-3,459500e-014
34,88	-3,465625e-014
34,91	-3,984452e-014
34,94	-4,755172e-014
34,97	-5,357685e-014
35,00	-5,506041e-014
35,03	-5,174144e-014
35,06	-4,681271e-014
35,09	-4,415324e-014
35,13	-4,431554e-014
35,16	-4,540749e-014
35,19	-4,630049e-014
35,22	-4,729861e-014
35,25	-4,842538e-014
35,28	-4,831763e-014
35,31	-4,569833e-014
35,34	-4,144318e-014
35,38	-3,816877e-014
35,41	-3,760791e-014
35,44	-3,881081e-014
35,47	-3,958677e-014
35,50	-3,928973e-014
35,53	-3,854694e-014
35,56	-3,708483e-014
35,59	-3,389947e-014
35,63	-2,939946e-014
35,66	-2,612704e-014
35,69	-2,651028e-014
35,72	-3,046332e-014
35,75	-3,568384e-014
35,78	-3,995423e-014
35,81	-4,293194e-014
35,84	-4,467042e-014
35,88	-4,398991e-014
35,91	-4,076662e-014
35,94	-3,727669e-014
35,97	-3,549047e-014
36,00	-3,519760e-014
36,03	-3,543183e-014
36,06	-3,589099e-014
36,09	-3,662143e-014
36,13	-3,780603e-014
36,16	-3,943840e-014
36,19	-4,072615e-014
36,22	-4,096544e-014
36,25	-3,993010e-014
36,28	-3,740258e-014
36,31	-3,474189e-014
36,34	-3,507982e-014
36,38	-3,929547e-014
36,41	-4,399921e-014
36,44	-4,548779e-014
36,47	-4,400666e-014
36,50	-4,227060e-014
36,53	-4,106757e-014
36,56	-3,963805e-014
36,59	-3,928595e-014
36,63	-4,206312e-014
36,66	-4,697181e-014
36,69	-5,061818e-014
36,72	-5,075078e-014
36,75	-4,818689e-014
36,78	-4,529589e-014
36,81	-4,326407e-014
36,84	-4,204275e-014
36,88	-4,153057e-014
36,91	-4,157361e-014
36,94	-4,199571e-014
36,97	-4,232445e-014
37,00	-4,111188e-014
37,03	-3,677532e-014
37,06	-3,007005e-014
37,09	-2,466107e-014
37,13	-2,335504e-014
37,16	-2,509580e-014
37,19	-2,707869e-014
37,22	-2,813156e-014
37,25	-2,939581e-014
37,28	-3,233145e-014
37,31	-3,651017e-014
37,34	-4,004766e-014
37,38	-4,110734e-014
37,41	-3,865151e-014
37,44	-3,421374e-014
37,47	-3,196917e-014
37,50	-3,405161e-014
37,53	-3,787048e-014
37,56	-3,966143e-014
37,59	-3,787230e-014
37,63	-3,337153e-014
37,66	-2,911151e-014
37,69	-2,830053e-014
37,72	-3,106792e-014
37,75	-3,454414e-014
37,78	-3,644868e-014
37,81	-3,637149e-014
37,84	-3,483026e-014
37,88	-3,346595e-014
37,91	-3,404662e-014
37,94	-3,620901e-014
37,97	-3,816590e-014
38,00	-3,910524e-014
38,03	-3,961410e-014
38,06	-4,035738e-014
38,09	-4,117505e-014
38,13	-4,199900e-014
38,16	-4,304402e-014
38,19	-4,293844e-014
38,22	-3,988776e-014
38,25	-3,537875e-014
38,28	-3,330982e-014
38,31	-3,569164e-014
38,34	-4,101860e-014
38,38	-4,558530e-014
38,41	-4,582352e-014
38,44	-4,127826e-014
38,47	-3,616332e-014
38,50	-3,582980e-014
38,53	-4,080183e-014
38,56	-4,699112e-014
38,59	-5,095320e-014
38,63	-5,149915e-014
38,66	-4,881350e-014
38,69	-4,474263e-014
38,72	-4,132833e-014
38,75	-3,894866e-014
38,78	-3,714641e-014
38,81	-3,592115e-014
38,84	-3,600134e-014
38,88	-3,774372e-014
38,91	-3,968136e-014
38,94	-4,036515e-014
38,97	-4,049857e-014
39,00	-4,070959e-014
39,03	-4,032980e-014
39,06	-3,977937e-014
39,09	-4,076482e-014
39,13	-4,354042e-014
39,16	-4,595818e-014
39,19	-4,545955e-014
39,22	-4,147895e-014
39,25	-3,602695e-014
39,28	-3,151170e-014
39,31	-2,883658e-014
39,34	-2,846354e-014
39,38	-3,071285e-014
39,41	-3,435432e-014
39,44	-3,767960e-014
39,47	-4,009868e-014
39,50	-4,145865e-014
39,53	-4,232524e-014
39,56	-4,372667e-014
39,59	-4,439156e-014
39,63	-4,191701e-014
39,66	-3,761385e-014
39,69	-3,558355e-014
39,72	-3,697270e-014
39,75	-3,946246e-014
39,78	-4,147065e-014
39,81	-4,291759e-014
39,84	-4,361139e-014
39,88	-4,397295e-014
39,91	-4,556272e-014
39,94	-4,897816e-014
39,97	-5,218187e-014
40,00	-5,203209e-014
40,03	-4,757200e-014
40,06	-4,124732e-014
40,09	-3,626058e-014
40,13	-3,347812e-014
40,16	-3,234974e-014
40,19	-3,368001e-014
40,22	-3,850454e-014
40,25	-4,492713e-014
40,28	-4,953068e-014
40,31	-5,117383e-014
40,34	-5,043630e-014
40,38	-4,702753e-014
40,41	-4,134588e-014
40,44	-3,640829e-014
40,47	-3,468125e-014
40,50	-3,487989e-014
40,53	-3,382521e-014
40,56	-2,990161e-014
40,59	-2,437965e-014
40,63	-2,073102e-014
40,66	-2,179163e-014
40,69	-2,717645e-014
40,72	-3,399802e-014
40,75	-3,897499e-014
40,78	-4,029195e-014
40,81	-3,874733e-014
40,84	-3,728962e-014
40,88	-3,913294e-014
40,91	-4,448102e-014
40,94	-4,918471e-014
40,97	-4,981506e-014
41,00	-4,847112e-014
41,03	-4,907518e-014
41,06	-5,194314e-014
41,09	-5,432871e-014
41,13	-5,377393e-014
41,16	-5,045739e-014
41,19	-4,740107e-014
41,22	-4,742877e-014
41,25	-4,986818e-014
41,28	-5,144748e-014
41,31	-4,958419e-014
41,34	-4,426215e-014
41,38	-3,788357e-014
41,41	-3,340394e-014
41,44	-3,230126e-014
41,47	-3,420452e-014
41,50	-3,739752e-014
41,53	-3,954287e-014
41,56	-3,909851e-014
41,59	-3,692489e-014
41,63	-3,585016e-014
41,66	-3,696011e-014
41,69	-3,783604e-014
41,72	-3,610939e-014
41,75	-3,231151e-014
41,78	-2,885075e-014
41,81	-2,820756e-014
41,84	-3,155034e-014
41,88	-3,780866e-014
41,91	-4,400246e-014
41,94	-4,702629e-014
41,97	-4,597584e-014
42,00	-4,257034e-014
42,03	-3,900504e-014
42,06	-3,657563e-014
42,09	-3,580121e-014
42,13	-3,607471e-014
42,16	-3,648311e-014
42,19	-3,735044e-014
42,22	-3,880512e-014
42,25	-3,939148e-014
42,28	-3,843570e-014
42,31	-3,739454e-014
42,34	-3,772123e-014
42,38	-3,938029e-014
42,41	-4,117421e-014
42,44	-4,185549e-014
42,47	-4,161220e-014
42,50	-4,127032e-014
42,53	-3,995606e-014
42,56	-3,624336e-014
42,59	-3,089541e-014
42,63	-2,602014e-014
42,66	-2,305606e-014
42,69	-2,242677e-014
42,72	-2,338723e-014
42,75	-2,459244e-014
42,78	-2,600714e-014
42,81	-2,928987e-014
42,84	-3,496801e-014
42,88	-4,036878e-014
42,91	-4,203010e-014
42,94	-3,901848e-014
42,97	-3,319207e-014
43,00	-2,757264e-014
43,03	-2,437531e-014
43,06	-2,441197e-014
43,09	-2,827393e-014
43,13	-3,574980e-014
43,16	-4,364689e-014
43,19	-4,726050e-014
43,22	-4,522169e-014
43,25	-4,107054e-014
43,28	-3,889697e-014
43,31	-3,897340e-014
43,34	-3,902858e-014
43,38	-3,769849e-014
43,41	-3,525703e-014
43,44	-3,318246e-014
43,47	-3,353215e-014
43,50	-3,639263e-014
43,53	-3,867100e-014
43,56	-3,682529e-014
43,59	-2,894354e-014
43,63	-1,512707e-014
43,66	1,702124e-015
43,69	1,761358e-014
43,72	3,123291e-014
43,75	4,319368e-014
43,78	5,354801e-014
43,81	6,162373e-014
43,84	6,658363e-014
43,88	6,839903e-014
43,91	6,891917e-014
43,94	6,962176e-014
43,97	6,936694e-014
44,00	6,678251e-014
44,03	6,259380e-014
44,06	5,841748e-014
44,09	5,479151e-014
44,13	5,057822e-014
44,16	4,493082e-014
44,19	3,922062e-014
44,22	3,488723e-014
44,25	3,119622e-014
44,28	2,670132e-014
44,31	2,134595e-014
44,34	1,701506e-014
44,38	1,568114e-014
44,41	1,617572e-014
44,44	1,479205e-014
44,47	9,944778e-015
44,50	3,001196e-015
44,53	-5,326014e-015
44,56	-1,532966e-014
44,59	-2,633821e-014
44,63	-3,680868e-014
44,66	-4,505878e-014
44,69	-5,015046e-014
44,72	-5,227430e-014
44,75	-5,116242e-014
44,78	-4,617834e-014
44,81	-3,948546e-014
44,84	-3,533850e-014
44,88	-3,500075e-014
44,91	-3,636203e-014
44,94	-3,814325e-014
44,97	-4,022230e-014
45,00	-4,113464e-014
45,03	-3,932168e-014
45,06	-3,564379e-014
45,09	-3,243830e-014
45,13	-3,147727e-014
45,16	-3,262801e-014
45,19	-3,375325e-014
45,22	-3,356054e-014
45,25	-3,371242e-014
45,28	-3,594439e-014
45,31	-3,885112e-014
45,34	-3,994066e-014
45,38	-3,908234e-014
45,41	-3,759681e-014
45,44	-3,620372e-014
45,47	-3,570485e-014
45,50	-3,761021e-014
45,53	-4,254607e-014
45,56	-4,823904e-014
45,59	-5,035047e-014
45,63	-4,696994e-014
45,66	-4,154309e-014
45,69	-3,885258e-014
45,72	-3,947566e-014
45,75	-4,081301e-014
45,78	-4,160179e-014
45,81	-4,325456e-014
45,84	-4,652622e-014
45,88	-4,787068e-014
45,91	-4,274615e-014
45,94	-3,288175e-014
45,97	-2,534571e-014
46,00	-2,378224e-014
46,03	-2,552731e-014
46,06	-2,759787e-014
46,09	-3,036944e-014
46,13	-3,461459e-014
46,16	-3,879990e-014
46,19	-4,026010e-014
46,22	-3,747572e-014
46,25	-3,206526e-014
46,28	-2,924797e-014
46,31	-3,348245e-014
46,34	-4,265424e-014
46,38	-4,996681e-014
46,41	-5,170887e-014
46,44	-4,958123e-014
46,47	-4,668817e-014
46,50	-4,448792e-014
46,53	-4,257553e-014
46,56	-4,016995e-014
46,59	-3,765332e-014
46,63	-3,622052e-014
46,66	-3,671253e-014
46,69	-3,840761e-014
46,72	-3,886727e-014
46,75	-3,679852e-014
46,78	-3,418026e-014
46,81	-3,374508e-014
46,84	-3,537945e-014
46,88	-3,657981e-014
46,91	-3,581282e-014
46,94	-3,399379e-014
46,97	-3,335422e-014
47,00	-3,515899e-014
47,03	-3,827414e-014
47,06	-4,115677e-014
47,09	-4,429368e-014
47,13	-4,829967e-014
47,16	-5,155491e-014
47,19	-5,224609e-014
47,22	-5,064700e-014
47,25	-4,843688e-014
47,28	-4,695095e-014
47,31	-4,597717e-014
47,34	-4,483576e-014
47,38	-4,394910e-014
47,41	-4,354465e-014
47,44	-4,288302e-014
47,47	-4,201372e-014
47,50	-4,201230e-014
47,53	-4,317770e-014
47,56	-4,383023e-014
47,59	-4,167228e-014
47,63	-3,716769e-014
47,66	-3,345851e-014
47,69	-3,202967e-014
47,72	-3,149079e-014
47,75	-3,075762e-014
47,78	-3,073062e-014
47,81	-3,218521e-014
47,84	-3,372492e-014
47,88	-3,412847e-014
47,91	-3,496073e-014
47,94	-3,740007e-014
47,97	-3,935581e-014
48,00	-3,869658e-014
48,03	-3,598441e-014
48,06	-3,314794e-014
48,09	-3,181691e-014
48,13	-3,214139e-014
48,16	-3,286087e-014
48,19	-3,344527e-014
48,22	-3,476815e-014
48,25	-3,683158e-014
48,28	-3,786095e-014
48,31	-3,683561e-014
48,34	-3,483660e-014
48,38	-3,310669e-014
48,41	-3,232693e-014
48,44	-3,346548e-014
48,47	-3,683282e-014
48,50	-4,110907e-014
48,53	-4,391264e-014
48,56	-4,293171e-014
48,59	-3,819905e-014
48,63	-3,285698e-014
48,66	-2,973884e-014
48,69	-2,921777e-014
48,72	-3,103042e-014
48,75	-3,498631e-014
48,78	-3,973505e-014
48,81	-4,316548e-014
48,84	-4,429608e-014
48,88	-4,369847e-014
48,91	-4,220155e-014
48,94	-4,034118e-014
48,97	-3,870223e-014
49,00	-3,799008e-014
49,03	-3,846090e-014
49,06	-3,862662e-014
49,09	-3,620172e-014
49,13	-3,174347e-014
49,16	-2,885459e-014
49,19	-2,999795e-014
49,22	-3,375833e-014
49,25	-3,653859e-014
49,28	-3,642592e-014
49,31	-3,435181e-014
49,34	-3,182299e-014
49,38	-2,940038e-014
49,41	-2,742227e-014
49,44	-2,691762e-014
49,47	-2,865420e-014
49,50	-3,102978e-014
49,53	-3,094123e-014
49,56	-2,774389e-014
49,59	-2,445684e-014
49,63	-2,421044e-014
49,66	-2,635725e-014
49,69	-2,770676e-014
49,72	-2,792946e-014
49,75	-2,995287e-014
49,78	-3,422810e-014
49,81	-3,779473e-014
49,84	-3,895705e-014
49,88	-3,845161e-014
49,91	-3,751164e-014
49,94	-3,701924e-014
49,97	-3,688565e-014

Task Name	Scan
First Mass	0,00
Scan Width	50,00

Start Time	27.04.2026 15:21:06

Mass [amu]	Ion Current [A]
0,00	7,379071e-015
0,03	3,766188e-015
0,06	1,336704e-015
0,09	4,051784e-016
0,13	5,701706e-016
0,16	2,227846e-015
0,19	6,697414e-015
0,22	1,432905e-014
0,25	2,219250e-014
0,28	2,577112e-014
0,31	2,392875e-014
0,34	1,963645e-014
0,38	1,615581e-014
0,41	1,519448e-014
0,44	1,691435e-014
0,47	1,995553e-014
0,50	2,293184e-014
0,53	2,626385e-014
0,56	3,200497e-014
0,59	4,003066e-014
0,63	4,455360e-014
0,66	3,983015e-014
0,69	2,840413e-014
0,72	1,798059e-014
0,75	1,393767e-014
0,78	1,854149e-014
0,81	3,446030e-014
0,84	6,773972e-014
0,88	1,252984e-013
0,91	2,069071e-013
0,94	3,019931e-013
0,97	3,953690e-013
1,00	4,739477e-013
1,03	5,306589e-013
1,06	5,665914e-013
1,09	5,889804e-013
1,13	6,040816e-013
1,16	6,116108e-013
1,19	6,070958e-013
1,22	5,872154e-013
1,25	5,511744e-013
1,28	5,003962e-013
1,31	4,387098e-013
1,34	3,702573e-013
1,38	2,971113e-013
1,41	2,218465e-013
1,44	1,515612e-013
1,47	9,673297e-014
1,50	6,773922e-014
1,53	7,303986e-014
1,56	1,175123e-013
1,59	2,023157e-013
1,63	3,283858e-013
1,66	4,977072e-013
1,69	7,082186e-013
1,72	9,496871e-013
1,75	1,207016e-012
1,78	1,467061e-012
1,81	1,721866e-012
1,84	1,966232e-012
1,88	2,193727e-012
1,91	2,395467e-012
1,94	2,561317e-012
1,97	2,681692e-012
2,00	2,749136e-012
2,03	2,760860e-012
2,06	2,722132e-012
2,09	2,645478e-012
2,13	2,543411e-012
2,16	2,420504e-012
2,19	2,272451e-012
2,22	2,093864e-012
2,25	1,889786e-012
2,28	1,680297e-012
2,31	1,485763e-012
2,34	1,304308e-012
2,38	1,114238e-012
2,41	8,999024e-013
2,44	6,669472e-013
2,47	4,370790e-013
2,50	2,375673e-013
2,53	9,142252e-014
2,56	6,063692e-015
2,59	-3,122515e-014
2,63	-4,324729e-014
2,66	-4,776297e-014
2,69	-5,163035e-014
2,72	-5,487154e-014
2,75	-5,613646e-014
2,78	-5,576310e-014
2,81	-5,563211e-014
2,84	-5,604315e-014
2,88	-5,515738e-014
2,91	-5,279467e-014
2,94	-5,197863e-014
2,97	-5,532171e-014
3,00	-6,128590e-014
3,03	-6,527709e-014
3,06	-6,379827e-014
3,09	-5,689398e-014
3,13	-4,821888e-014
3,16	-4,338387e-014
3,19	-4,554784e-014
3,22	-5,264575e-014
3,25	-6,103074e-014
3,28	-6,891678e-014
3,31	-7,457920e-014
3,34	-7,570935e-014
3,38	-7,266176e-014
3,41	-6,895799e-014
3,44	-6,716006e-014
3,47	-6,671661e-014
3,50	-6,587248e-014
3,53	-6,369835e-014
3,56	-6,045540e-014
3,59	-5,640143e-014
3,63	-5,095268e-014
3,66	-4,411549e-014
3,69	-3,767685e-014
3,72	-3,414493e-014
3,75	-3,485397e-014
3,78	-3,825132e-014
3,81	-4,042259e-014
3,84	-3,936449e-014
3,88	-3,746443e-014
3,91	-3,752511e-014
3,94	-3,883503e-014
3,97	-3,908170e-014
4,00	-3,789682e-014
4,03	-3,745325e-014
4,06	-4,033461e-014
4,09	-4,690039e-014
4,13	-5,488293e-014
4,16	-6,149042e-014
4,19	-6,507609e-014
4,22	-6,528291e-014
4,25	-6,319257e-014
4,28	-6,118168e-014
4,31	-6,129973e-014
4,34	-6,340834e-014
4,38	-6,553364e-014
4,41	-6,652850e-014
4,44	-6,760503e-014
4,47	-7,025163e-014
4,50	-7,383681e-014
4,53	-7,618570e-014
4,56	-7,578470e-014
4,59	-7,350262e-014
4,63	-7,204187e-014
4,66	-7,360887e-014
4,69	-7,788889e-014
4,72	-8,138356e-014
4,75	-8,008975e-014
4,78	-7,413314e-014
4,81	-6,789689e-014
4,84	-6,467784e-014
4,88	-6,383021e-014
4,91	-6,400415e-014
4,94	-6,505893e-014
4,97	-6,610665e-014
5,00	-6,649371e-014
5,03	-6,822048e-014
5,06	-7,317049e-014
5,09	-7,916740e-014
5,13	-8,205244e-014
5,16	-8,113135e-014
5,19	-7,924831e-014
5,22	-7,743854e-014
5,25	-7,454397e-014
5,28	-7,163226e-014
5,31	-7,061799e-014
5,34	-7,043571e-014
5,38	-6,972492e-014
5,41	-6,898586e-014
5,44	-6,710052e-014
5,47	-6,190103e-014
5,50	-5,518991e-014
5,53	-5,191826e-014
5,56	-5,457304e-014
5,59	-6,128591e-014
5,63	-6,873489e-014
5,66	-7,444326e-014
5,69	-7,647753e-014
5,72	-7,400679e-014
5,75	-6,891973e-014
5,78	-6,475270e-014
5,81	-6,366282e-014
5,84	-6,512226e-014
5,88	-6,746646e-014
5,91	-7,013829e-014
5,94	-7,273628e-014
5,97	-7,290586e-014
6,00	-6,867953e-014
6,03	-6,191326e-014
6,06	-5,661715e-014
6,09	-5,540340e-014
6,13	-5,870529e-014
6,16	-6,499139e-014
6,19	-7,142084e-014
6,22	-7,559692e-014
6,25	-7,622086e-014
6,28	-7,333985e-014
6,31	-6,943456e-014
6,34	-6,767613e-014
6,38	-6,799514e-014
6,41	-6,831503e-014
6,44	-6,909339e-014
6,47	-7,187775e-014
6,50	-7,536995e-014
6,53	-7,679641e-014
6,56	-7,480895e-014
6,59	-7,020101e-014
6,63	-6,538537e-014
6,66	-6,276989e-014
6,69	-6,336235e-014
6,72	-6,658115e-014
6,75	-7,111010e-014
6,78	-7,596650e-014
6,81	-8,015178e-014
6,84	-8,234767e-014
6,88	-8,224710e-014
6,91	-8,087979e-014
6,94	-7,907903e-014
6,97	-7,679915e-014
