#Thorlabs FTS
[SpectrumHeader]
#Date,20251215
#Time,12553790
#GMTTime,11553790
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,100.000000
#TriggerMode,0
#InterferometerSerial,M00256503
#Source,
#AirMeasureOpt,0
#WnrMin,13452.340820
#WnrMax,31135.736328
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#Instrument,0
#InstrModel,CCS100
#Type,emission
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#Name,
#Comment,""
[Data]
3.211743469e+02,1.074169530e-03
3.212820129e+02,-8.610635414e-04
3.213896790e+02,5.903612473e-04
3.214973755e+02,-1.258477452e-03
3.216050720e+02,2.041785978e-03
3.217127686e+02,-3.167792238e-05
3.218204956e+02,1.229679328e-03
3.219281921e+02,-1.379429479e-03
3.220359192e+02,2.145459177e-03
3.221436462e+02,-1.517660450e-03
3.222513733e+02,2.387363464e-03
3.223591309e+02,-1.258477452e-03
3.224668884e+02,1.817160752e-03
3.225746460e+02,-2.908609167e-04
3.226824036e+02,8.495442453e-04
3.227901611e+02,-1.673170249e-03
3.228979492e+02,1.471583499e-03
3.230057373e+02,-7.919480558e-04
3.231135254e+02,9.013808449e-04
3.232213135e+02,2.015867722e-05
3.233291016e+02,8.668231312e-04
3.234369202e+02,-2.001468791e-03
3.235447388e+02,4.866880772e-04
3.236525574e+02,1.238318800e-04
3.237604065e+02,6.076401332e-04
3.238682251e+02,-1.120246481e-03
3.239760742e+02,4.694092204e-04
3.240839233e+02,-1.621333649e-03
3.241918030e+02,7.977076457e-04
3.242996521e+02,-6.018805434e-04
3.244075317e+02,6.594767328e-04
3.245154114e+02,-9.474578546e-04
3.246232910e+02,1.488862326e-03
3.247312012e+02,-2.882690867e-03
3.248390808e+02,1.419746899e-03
3.249469910e+02,-1.707728021e-03
3.250549011e+02,1.437025727e-03
3.251628113e+02,-1.707728021e-03
3.252707520e+02,1.246958156e-03
3.253786926e+02,-1.500381622e-03
3.254866333e+02,4.175726208e-04
3.255945740e+02,-1.172083081e-03
3.257025146e+02,3.311782784e-04
3.258104858e+02,-7.228325703e-04
3.259184570e+02,9.704963304e-04
3.260264282e+02,1.583896083e-04
3.261343994e+02,8.495442453e-04
3.262424011e+02,-2.226094017e-03
3.263504028e+02,1.886276295e-03
3.264584045e+02,-2.390243171e-04
3.265664063e+02,1.126006129e-03
3.266744080e+02,-2.156978473e-03
3.267824402e+02,1.972670667e-03
3.268904724e+02,1.583896083e-04
3.269985046e+02,1.108727301e-03
3.271065369e+02,-8.956212550e-04
3.272145996e+02,6.940344465e-04
3.273226318e+02,-3.599763731e-04
3.274306946e+02,1.350631355e-03
3.275387878e+02,-1.154804253e-03
3.276468506e+02,1.108727301e-03
3.277549438e+02,-8.265057695e-04
3.278630066e+02,6.940344465e-04
3.279710999e+02,-1.241198624e-03
3.280792236e+02,5.212458200e-04
3.281873169e+02,-3.426975163e-04
3.282954407e+02,1.471583499e-03
3.284035645e+02,3.743754496e-05
3.285116882e+02,1.074169530e-03
3.286198425e+02,-1.223919680e-03
3.287279663e+02,6.076401332e-04
3.288361206e+02,-8.265057695e-04
3.289442749e+02,1.834439696e-03
3.290524292e+02,-7.055537426e-04
3.291606140e+02,1.557977754e-03
3.292687988e+02,-1.811401220e-03
3.293769836e+02,1.143284957e-03
3.294851685e+02,-1.569497050e-03
3.295933533e+02,1.765324152e-03
3.297015686e+02,-1.949632075e-03
3.298097839e+02,2.370084636e-03
3.299179993e+02,-5.846016575e-04
3.300262146e+02,1.419746899e-03
3.301344299e+02,-1.448545023e-03
3.302426758e+02,-6.191593711e-04
3.303509216e+02,-1.448545023e-03
3.304591675e+02,1.955391839e-03
3.305674133e+02,-1.690449077e-03
3.306756897e+02,1.212400501e-03
3.307839661e+02,-1.033852226e-03
3.308922424e+02,1.264237100e-03
3.310005188e+02,-1.016573282e-03
3.311088257e+02,1.834439696e-03
3.312171021e+02,-1.707728021e-03
3.313254089e+02,1.126006129e-03
3.314337158e+02,-1.016573282e-03
3.315420532e+02,1.989949495e-03
3.316503601e+02,-3.167792238e-05
3.317586975e+02,2.128180349e-03
3.318670349e+02,-1.154804253e-03
3.319753723e+02,1.281515928e-03
3.320837402e+02,-3.081397736e-04
3.321920776e+02,1.575256698e-03
3.323004456e+02,-2.208815189e-03
3.324088135e+02,1.920833951e-03
3.325171814e+02,-8.437846554e-04
3.326255798e+02,8.668231312e-04
3.327339783e+02,-8.956212550e-04
3.328423767e+02,1.575256698e-03
3.329507751e+02,-8.265057695e-04
3.330591736e+02,2.560151974e-03
3.331676025e+02,1.238318800e-04
3.332760315e+02,8.841020172e-04
3.333844604e+02,-1.431266079e-03
3.334928894e+02,2.542873146e-03
3.336013184e+02,1.238318800e-04
3.337097778e+02,1.972670667e-03
3.338182373e+02,-1.189362025e-03
3.339266968e+02,-1.180722538e-04
3.340351868e+02,-8.092269418e-04
3.341436462e+02,7.113133324e-04
3.342521362e+02,-4.290918587e-04
3.343606262e+02,1.506141154e-03
3.344691162e+02,5.385246477e-04
3.345776367e+02,2.007228322e-03
3.346861267e+02,-4.290918587e-04
3.347946472e+02,1.264237100e-03
3.349031677e+02,-1.068409882e-03
3.350116882e+02,1.367910299e-03
3.351202393e+02,-3.254186595e-04
3.352287903e+02,1.074169530e-03
3.353373413e+02,-1.707728021e-03
3.354458923e+02,3.743754496e-05
3.355544434e+02,-2.018747618e-03
3.356630249e+02,2.249132376e-03
3.357716064e+02,-1.016573282e-03
3.358801880e+02,1.143284957e-03
3.359887695e+02,-8.610635414e-04
3.360973511e+02,1.540698926e-03
3.362059631e+02,-1.699088607e-04
3.363145752e+02,-3.167792238e-05
3.364231873e+02,-8.437846554e-04
3.365317993e+02,2.180017065e-03
3.366404419e+02,-1.828680048e-03
3.367490845e+02,1.056890702e-03
3.368577271e+02,-1.120246481e-03
3.369663696e+02,6.594767328e-04
3.370750122e+02,-7.401114563e-04
3.371836853e+02,2.560151974e-03
3.372923584e+02,-1.431266079e-03
3.374010315e+02,1.264237100e-03
3.375097046e+02,-1.085688826e-03
3.376183777e+02,4.002937349e-04
3.377270813e+02,-1.344871824e-03
3.378357849e+02,1.627093297e-03
3.379444885e+02,-1.465823851e-03
3.380532227e+02,1.039611758e-03
3.381619263e+02,-1.068409882e-03
3.382706604e+02,6.767556188e-04
3.383793945e+02,-4.118129727e-04
3.384881287e+02,1.782603096e-03
3.385968628e+02,-1.189362025e-03
3.387056274e+02,4.348514776e-04
3.388143921e+02,-1.172083081e-03
3.389231567e+02,2.162738238e-03
3.390319214e+02,-1.353511179e-04
3.391407166e+02,7.458710461e-04
3.392494812e+02,-1.293035224e-03
3.393582764e+02,1.367910299e-03
3.394671021e+02,-7.573903422e-04
3.395758972e+02,-1.353511179e-04
3.396846924e+02,-1.396708423e-03
3.397935181e+02,7.458710461e-04
3.399023438e+02,-2.390243171e-04
3.400111694e+02,1.350631355e-03
3.401200256e+02,1.065530087e-04
3.402288513e+02,1.696208725e-03
3.403377075e+02,-1.915074419e-03
3.404465637e+02,1.748045324e-03
3.405554504e+02,-6.623565423e-05
3.406643066e+02,8.149865316e-04
3.407731934e+02,-1.690449077e-03
3.408820801e+02,1.333352528e-03
3.409909668e+02,-1.293035224e-03
3.410998535e+02,1.471583499e-03
3.412087708e+02,-1.604054822e-03
3.413176575e+02,1.471583499e-03
3.414265747e+02,-1.137525425e-03
3.415355225e+02,1.177842729e-03
3.416444397e+02,-1.051131054e-03
3.417533875e+02,4.348514776e-04
3.418623047e+02,-7.746691699e-04
3.419712524e+02,-4.290918587e-04
3.420802307e+02,-1.396708423e-03
3.421891785e+02,6.940344465e-04
3.422981567e+02,-1.707728021e-03
3.424071350e+02,1.108727301e-03
3.425161133e+02,-1.120246481e-03
3.426250916e+02,1.350631355e-03
3.427341003e+02,-1.206640853e-03
3.428430786e+02,1.212400501e-03
3.429520874e+02,-1.586775878e-03
3.430610962e+02,1.886276295e-03
3.431701355e+02,-1.517660450e-03
3.432791443e+02,1.782603096e-03
3.433881836e+02,-1.725006849e-03
3.434972229e+02,8.495442453e-04
3.436062622e+02,-1.223919680e-03
3.437153320e+02,1.195121557e-03
3.438243713e+02,-1.206640853e-03
3.439334412e+02,1.298794756e-03
3.440425110e+02,8.495442453e-04
3.441516113e+02,1.212400501e-03
3.442606812e+02,-2.087862929e-03
3.443697815e+02,9.877751581e-04
3.444788818e+02,-1.068409882e-03
3.445879822e+02,1.575256698e-03
3.446970825e+02,-8.437846554e-04
3.448062134e+02,1.592535526e-03
3.449153137e+02,-6.364382571e-04
3.450244446e+02,2.335526748e-03
3.451336060e+02,-8.956212550e-04
3.452427368e+02,-4.895679012e-05
3.453518982e+02,-8.783423691e-04
3.454610291e+02,1.557977754e-03
3.455701904e+02,-4.982073442e-04
3.456793823e+02,1.851718524e-03
3.457885437e+02,-1.085688826e-03
3.458977356e+02,1.437025727e-03
3.460068970e+02,8.668231312e-04
3.461161194e+02,1.817160752e-03
3.462253113e+02,6.940344465e-04
3.463345032e+02,2.128180349e-03
3.464437256e+02,-1.526299893e-04
3.465529480e+02,4.521303345e-04
3.466621704e+02,-1.439905554e-05
3.467713928e+02,1.229679328e-03
3.468806458e+02,-1.638612477e-03
3.469898987e+02,1.298794756e-03
3.470991516e+02,1.411107369e-04
3.472084045e+02,1.730766497e-03
3.473176575e+02,-1.258477452e-03
3.474269409e+02,1.868997351e-03
3.475361938e+02,-6.709959707e-04
3.476454773e+02,1.696208725e-03
3.477547913e+02,-9.474578546e-04
3.478640747e+02,9.359386167e-04
3.479733887e+02,-1.465823851e-03
3.480826721e+02,2.041785978e-03
3.481920166e+02,-1.102967653e-03
3.483013306e+02,1.316073700e-03
3.484106445e+02,-1.586775878e-03
3.485199890e+02,4.521303345e-04
3.486293335e+02,-1.811401220e-03
3.487386780e+02,1.367910299e-03
3.488480225e+02,-1.137525425e-03
3.489573975e+02,7.804288180e-04
3.490667419e+02,-1.655891421e-03
