% Langmuir characteristic curve

% U (Volt)	I (A)
150.000000	0.049948
149.940002	0.050235
149.880005	0.050097
149.820007	0.050000
149.759995	0.049878
149.699997	0.049965
149.639999	0.050050
149.580002	0.050051
149.520004	0.049983
149.460007	0.049662
149.399994	0.050031
149.339996	0.049976
149.279999	0.049878
149.220001	0.050067
149.160004	0.050050
149.100006	0.050347
149.039993	0.049897
148.979996	0.050028
148.919998	0.050025
148.860001	0.049969
148.800003	0.049805
148.740005	0.049756
148.679993	0.050129
148.619995	0.050078
148.559998	0.049908
148.500000	0.049831
148.440002	0.049828
148.380005	0.049730
148.320007	0.049808
148.259995	0.050066
148.199997	0.050008
148.139999	0.049906
148.080002	0.049848
148.020004	0.049966
147.960007	0.050018
147.899994	0.049904
147.839996	0.050163
147.779999	0.049894
147.720001	0.049861
147.660004	0.049939
147.600006	0.049983
147.539993	0.049964
147.479996	0.049954
147.419998	0.049639
147.360001	0.050157
147.300003	0.049889
147.240005	0.050406
147.179993	0.050189
147.119995	0.049856
147.059998	0.049753
147.000000	0.050046
146.940002	0.050098
146.880005	0.049883
146.820007	0.050077
146.759995	0.050016
146.699997	0.049920
146.639999	0.049837
146.580002	0.049776
146.520004	0.049854
146.455002	0.049957
146.395004	0.050111
146.335007	0.049743
146.274994	0.049906
146.214996	0.050006
146.154999	0.050009
146.095001	0.050009
146.035004	0.050039
145.975006	0.050153
145.914993	0.050054
145.854996	0.049959
145.794998	0.049829
145.735001	0.050502
145.675003	0.050064
145.615005	0.049653
145.554993	0.050157
145.494995	0.049768
145.434998	0.049745
145.375000	0.049900
145.315002	0.050044
145.255005	0.050057
145.195007	0.050064
145.134995	0.050025
145.074997	0.050039
145.014999	0.050038
144.955002	0.050002
144.895004	0.050014
144.835007	0.050020
144.774994	0.049966
144.714996	0.049945
144.654999	0.049745
144.595001	0.049656
144.535004	0.049725
144.475006	0.050222
144.414993	0.050252
144.354996	0.050261
144.294998	0.050105
144.235001	0.050121
144.175003	0.050119
144.115005	0.050059
144.054993	0.050043
143.994995	0.049612
143.934998	0.049662
143.875000	0.049633
143.815002	0.050225
143.755005	0.050199
143.695007	0.050195
143.634995	0.050058
143.574997	0.050042
143.514999	0.050026
143.455002	0.049948
143.395004	0.049894
143.335007	0.050155
143.274994	0.050311
143.214996	0.050306
143.154999	0.050092
143.095001	0.050070
143.035004	0.050040
142.975006	0.049953
142.914993	0.049875
142.854996	0.049720
142.794998	0.049884
142.735001	0.050030
142.675003	0.050326
142.615005	0.050201
142.554993	0.050201
142.494995	0.050057
142.434998	0.050030
142.375000	0.050011
142.315002	0.049906
142.255005	0.049858
142.195007	0.049659
142.134995	0.050152
142.074997	0.050293
142.014999	0.049920
141.955002	0.050174
141.895004	0.050080
141.835007	0.049988
141.774994	0.049979
141.714996	0.049910
141.654999	0.049589
141.595001	0.049789
141.535004	0.049983
141.475006	0.050131
141.414993	0.050116
141.354996	0.050089
141.294998	0.049997
141.235001	0.049974
141.175003	0.049884
141.115005	0.049634
141.054993	0.049944
140.994995	0.050241
140.934998	0.050090
140.875000	0.050044
140.815002	0.050077
140.755005	0.049984
140.695007	0.049974
140.634995	0.049994
140.574997	0.050121
140.514999	0.050040
140.455002	0.049944
140.395004	0.049862
140.335007	0.049710
140.274994	0.050316
140.214996	0.050294
140.154999	0.050184
140.095001	0.050043
140.035004	0.050024
139.975006	0.050002
139.914993	0.049952
139.854996	0.049611
139.794998	0.050264
139.735001	0.050178
139.675003	0.050124
139.615005	0.050042
139.554993	0.050015
139.490005	0.049988
139.429993	0.049872
139.369995	0.049736
139.309998	0.049590
139.250000	0.050242
139.190002	0.049757
139.130005	0.050296
139.070007	0.050097
139.009995	0.050039
138.949997	0.049948
138.889999	0.049863
138.830002	0.049656
138.770004	0.050240
138.710007	0.050185
138.649994	0.050118
138.589996	0.050039
138.529999	0.050038
138.470001	0.049960
138.410004	0.049905
138.350006	0.049843
138.289993	0.049793
138.229996	0.050164
138.169998	0.050283
138.110001	0.050097
138.050003	0.050102
137.990005	0.050099
137.929993	0.050043
137.869995	0.049608
137.809998	0.050265
137.750000	0.050193
137.690002	0.050113
137.630005	0.050042
137.570007	0.050022
137.509995	0.050003
137.449997	0.049925
137.389999	0.049875
137.330002	0.049686
137.270004	0.050268
137.210007	0.049901
137.149994	0.049620
137.089996	0.049748
137.029999	0.049631
136.970001	0.050246
136.910004	0.050209
136.850006	0.050162
136.789993	0.050153
136.729996	0.050129
136.669998	0.050219
136.610001	0.050088
136.550003	0.050063
136.490005	0.050099
136.429993	0.050046
136.369995	0.050040
136.309998	0.050072
136.250000	0.050009
136.190002	0.050017
136.130005	0.050067
136.070007	0.050022
136.009995	0.050033
135.949997	0.050097
135.889999	0.050066
135.830002	0.050073
135.770004	0.050035
135.710007	0.050045
135.649994	0.050058
135.589996	0.050025
135.529999	0.050034
135.470001	0.050047
135.410004	0.050012
135.350006	0.050033
135.289993	0.050047
135.229996	0.050010
135.169998	0.050022
135.110001	0.049970
135.050003	0.049987
134.990005	0.050020
134.929993	0.049994
134.869995	0.050021
134.809998	0.050036
134.750000	0.050020
134.690002	0.050040
134.630005	0.050049
134.570007	0.050017
134.509995	0.050045
134.449997	0.050062
134.389999	0.049986
134.330002	0.050017
134.270004	0.050011
134.210007	0.050040
134.149994	0.050060
134.089996	0.050037
134.029999	0.050046
133.970001	0.050077
133.910004	0.050033
133.850006	0.050050
133.789993	0.050008
133.729996	0.050088
133.669998	0.050038
133.610001	0.050066
133.550003	0.050080
133.490005	0.050044
133.429993	0.050060
133.369995	0.050075
133.309998	0.050035
133.250000	0.050064
133.190002	0.050041
133.130005	0.050040
133.070007	0.050234
133.009995	0.050187
132.949997	0.050227
132.889999	0.049845
132.830002	0.049767
132.770004	0.049979
132.710007	0.049954
132.649994	0.050044
132.585007	0.049632
132.524994	0.049740
132.464996	0.049819
132.404999	0.049970
132.345001	0.050018
132.285004	0.050076
132.225006	0.049878
132.164993	0.049942
132.104996	0.049986
132.044998	0.049996
131.985001	0.050033
131.925003	0.050025
131.865005	0.050012
131.804993	0.050068
131.744995	0.050100
131.684998	0.049995
131.625000	0.050036
131.565002	0.050042
131.505005	0.050045
131.445007	0.050205
131.384995	0.050234
131.324997	0.050150
131.264999	0.049916
131.205002	0.049779
131.145004	0.049841
131.085007	0.049993
131.024994	0.050073
130.964996	0.049844
130.904999	0.049976
130.845001	0.050109
130.785004	0.049852
130.725006	0.049811
130.664993	0.049764
130.604996	0.049906
130.544998	0.049870
130.485001	0.049712
130.425003	0.049864
130.365005	0.049792
130.304993	0.049884
130.244995	0.049748
130.184998	0.049849
130.125000	0.049995
130.065002	0.049994
130.005005	0.049901
129.945007	0.049969
129.884995	0.050015
129.824997	0.050003
129.764999	0.050073
129.705002	0.049966
129.645004	0.049998
129.585007	0.050016
129.524994	0.049962
129.464996	0.049983
129.404999	0.050027
129.345001	0.050023
129.285004	0.050250
129.225006	0.050222
129.164993	0.050202
129.104996	0.050346
129.044998	0.050148
128.985001	0.050150
128.925003	0.050113
128.865005	0.050237
128.804993	0.050086
128.744995	0.050046
128.684998	0.050064
128.625000	0.050197
128.565002	0.049608
128.505005	0.049890
128.445007	0.049984
128.384995	0.049982
128.324997	0.049845
128.264999	0.049880
128.205002	0.049982
128.145004	0.050125
128.085007	0.049935
128.024994	0.049996
127.964996	0.050019
127.904999	0.050099
127.845001	0.049923
127.785004	0.050005
127.724998	0.049971
127.665001	0.049999
127.605003	0.049989
127.544998	0.050021
127.485001	0.050011
127.425003	0.049997
127.364998	0.050026
127.305000	0.050016
127.245003	0.049987
127.184998	0.050035
127.125000	0.050013
127.065002	0.050008
127.004997	0.050016
126.945000	0.049993
126.885002	0.049929
126.824997	0.049999
126.764999	0.050013
126.705002	0.050000
126.644997	0.050048
126.584999	0.050073
126.525002	0.050062
126.464996	0.049800
126.404999	0.049853
126.345001	0.049919
126.285004	0.049982
126.224998	0.050204
126.165001	0.049836
126.105003	0.049935
126.044998	0.049953
125.980003	0.050036
125.919998	0.050048
125.860001	0.050065
125.800003	0.050297
125.739998	0.050111
125.680000	0.050319
125.620003	0.050413
125.559998	0.050475
125.500000	0.049581
125.440002	0.049610
125.379997	0.049752
125.320000	0.049948
125.260002	0.049973
125.199997	0.049978
125.139999	0.050010
125.080002	0.050147
125.019997	0.050094
124.959999	0.049826
124.900002	0.049832
124.839996	0.050136
124.779999	0.049826
124.720001	0.049930
124.660004	0.050016
124.599998	0.049811
124.540001	0.049879
124.480003	0.049934
124.419998	0.049955
124.360001	0.049945
124.300003	0.050151
124.239998	0.050039
124.180000	0.050005
124.120003	0.049890
124.059998	0.050004
124.000000	0.049639
123.940002	0.049677
