% Langmuir characteristic curve

% U (Volt)	I (A)
45.000000	-1.541339E-7
45.005001	-2.175802E-7
45.009998	-3.275927E-7
45.020000	-2.768356E-7
45.025002	-3.402820E-7
45.029999	-3.317837E-7
45.035000	-5.433103E-7
45.040001	-4.967442E-7
45.049999	-5.390029E-7
45.055000	-5.009351E-7
45.060001	-4.374888E-7
45.064999	-4.079193E-7
45.070000	-3.022142E-7
45.080002	-3.486639E-7
45.084999	-3.740424E-7
45.090000	-3.317837E-7
45.095001	-2.133893E-7
45.099998	-2.387678E-7
45.110001	-3.910391E-7
45.115002	-2.048910E-7
45.119999	-4.671747E-7
45.125000	-4.586764E-7
45.130001	-3.486639E-7
45.139999	-5.263137E-7
45.145000	-5.094334E-7
45.150002	-4.121102E-7
45.154999	-4.164176E-7
45.160000	-1.753215E-7
45.169998	-1.838198E-7
45.174999	-2.472661E-7
45.180000	-2.599554E-7
45.185001	-2.218876E-7
45.189999	-1.753215E-7
45.200001	-3.190944E-7
45.205002	-3.359746E-7
45.209999	-5.052425E-7
45.215000	-5.263137E-7
45.220001	-6.573973E-7
45.230000	-3.486639E-7
45.235001	-4.374888E-7
45.240002	-3.740424E-7
45.244999	-4.840549E-7
45.250000	-4.121102E-7
45.259998	-3.402820E-7
45.264999	-2.429588E-7
45.270000	-1.838198E-7
45.275002	-1.965091E-7
45.279999	-2.260786E-7
45.290001	-3.064051E-7
45.294998	-1.965091E-7
45.299999	-4.586764E-7
45.305000	-5.094334E-7
45.310001	-5.940674E-7
45.320000	-3.613532E-7
45.325001	-4.291069E-7
45.330002	-5.179318E-7
45.334999	-3.867317E-7
45.340000	-3.022142E-7
45.349998	-4.079193E-7
45.355000	-2.133893E-7
45.360001	-2.345769E-7
45.365002	-2.007000E-7
45.369999	-2.260786E-7
45.380001	-2.472661E-7
45.384998	-3.656605E-7
45.389999	-2.175802E-7
45.395000	-4.628673E-7
45.400002	-6.024493E-7
45.410000	-6.193295E-7
45.415001	-5.475013E-7
45.419998	-4.671747E-7
45.424999	-3.529713E-7
45.430000	-2.387678E-7
45.439999	-2.175802E-7
45.445000	-1.668232E-7
45.450001	-2.514571E-7
45.455002	-4.423782E-8
45.459999	-1.795124E-7
45.470001	-1.711305E-7
45.474998	-3.149034E-7
45.480000	-6.236369E-7
45.485001	-4.586764E-7
45.490002	-5.136244E-7
45.500000	-4.544854E-7
45.505001	-5.052425E-7
45.509998	-6.151386E-7
45.514999	-5.221227E-7
45.520000	-4.798640E-7
45.529999	-3.022142E-7
45.535000	-2.133893E-7
45.540001	-1.838198E-7
45.544998	-1.541339E-7
45.549999	-1.922017E-7
45.560001	-4.544854E-7
45.564999	-3.783498E-7
45.570000	-3.698515E-7
45.575001	-3.783498E-7
45.580002	-5.643815E-7
45.590000	-5.475013E-7
45.595001	-4.417961E-7
45.599998	-3.190944E-7
45.605000	-2.768356E-7
45.610001	-2.979068E-7
45.619999	-2.979068E-7
45.625000	-3.105961E-7
45.630001	-7.799827E-8
45.634998	-6.530900E-8
45.639999	-1.711305E-7
45.650002	-4.247995E-7
45.654999	-2.726447E-7
45.660000	-4.291069E-7
45.665001	-4.755566E-7
45.669998	-5.348120E-7
45.680000	-5.009351E-7
45.685001	-4.459871E-7
45.689999	-4.501780E-7
45.695000	-3.740424E-7
45.705002	-2.091983E-7
45.709999	-2.472661E-7
45.715000	-3.952300E-7
45.720001	-9.499490E-8
45.724998	-1.711305E-7
45.735001	-2.726447E-7
45.740002	-2.853340E-7
45.744999	-3.402820E-7
45.750000	-3.022142E-7
45.755001	-6.151386E-7
45.764999	-5.982583E-7
45.770000	-4.967442E-7
45.775002	-3.910391E-7
