% Langmuir characteristic curve

% U (Volt)	I (A)
-15.000000	-4.714821E-7
-14.994000	-3.953464E-7
-14.988000	-4.038448E-7
-14.982000	-1.585577E-7
-14.976000	-2.727611E-7
-14.970000	-1.627486E-7
-14.964000	-1.669396E-7
-14.958000	-4.435424E-8
-14.952000	-1.204899E-7
-14.946000	-1.881272E-7
-14.940000	-4.038448E-7
-14.934000	-2.684537E-7
-14.928000	-3.911555E-7
-14.922000	-4.249159E-7
-14.916000	-3.657769E-7
-14.910000	-4.249159E-7
-14.904000	-3.699679E-7
-14.898000	-4.756730E-7
-14.892000	-1.627486E-7
-14.886000	-2.430752E-7
-14.880000	-1.881272E-7
-14.874000	-1.627486E-7
-14.868000	-2.430752E-7
-14.862000	-2.811430E-7
-14.856000	-1.923181E-7
-14.850000	-1.542503E-7
-14.844000	-2.473826E-7
-14.838000	-3.150199E-7
-14.832000	-3.277091E-7
-14.826000	-4.672911E-7
-14.820000	-4.122267E-7
-14.814000	-4.122267E-7
-14.808000	-3.235182E-7
-14.802000	-2.938323E-7
-14.796000	-2.261950E-7
-14.790000	-2.346933E-7
-14.784000	-1.627486E-7
-14.778000	-1.839362E-7
-14.772000	-1.331791E-7
-14.766000	-1.627486E-7
-14.760000	-1.796288E-7
-14.754000	-2.388842E-7
-14.748000	-2.896413E-7
-14.742000	-3.784662E-7
-14.736000	-3.572786E-7
-14.730000	-4.461035E-7
-14.724000	-3.572786E-7
-14.718000	-3.277091E-7
-14.712000	-3.530877E-7
-14.706000	-3.108289E-7
-14.700000	-2.135057E-7
-14.694000	-2.388842E-7
-14.688000	-1.119915E-7
-14.682000	-1.161825E-7
-14.676000	-8.661300E-8
-14.670000	-2.093147E-7
-14.664000	-2.769521E-7
-14.658000	-2.515735E-7
-14.652000	-4.629837E-7
-14.645500	-3.784662E-7
-14.639500	-3.784662E-7
-14.633500	-3.488967E-7
-14.627500	-3.784662E-7
-14.621500	-2.684537E-7
-14.615500	-2.600718E-7
-14.609500	-2.135057E-7
-14.603500	-1.585577E-7
-14.597500	-2.050074E-7
-14.591500	-7.392373E-8
-14.585500	-1.288718E-7
-14.579500	-2.303859E-7
-14.573500	-1.415610E-7
-14.567500	-2.642628E-7
-14.561500	-4.292233E-7
-14.555500	-3.530877E-7
-14.549500	-3.995374E-7
-14.543500	-4.080357E-7
-14.537500	-2.811430E-7
-14.531500	-3.657769E-7
-14.525500	-1.542503E-7
-14.519500	-3.741588E-7
-14.513500	-2.008164E-7
-14.507500	-2.050074E-7
-14.501500	-2.388842E-7
-14.495500	-1.458684E-7
-14.489500	-2.008164E-7
-14.483500	-3.065215E-7
-14.477500	-1.627486E-7
-14.471500	-2.684537E-7
-14.465500	-3.235182E-7
-14.459500	-3.488967E-7
-14.453500	-3.868481E-7
-14.447500	-4.334142E-7
-14.441500	-3.699679E-7
-14.435500	-2.346933E-7
-14.429500	-1.415610E-7
-14.423500	-1.712469E-7
-14.417500	-1.373701E-7
-14.411500	-1.839362E-7
-14.405500	-1.078006E-7
-14.399500	-2.938323E-7
-14.393500	-3.277091E-7
-14.387500	-2.176967E-7
-14.381500	-3.699679E-7
-14.375500	-4.587928E-7
-14.369500	-3.826572E-7
-14.363500	-4.165340E-7
-14.357500	-3.488967E-7
-14.351500	-3.530877E-7
-14.345500	-3.108289E-7
-14.339500	-2.811430E-7
-14.333500	-1.500593E-7
-14.327500	-1.500593E-7
-14.321500	-2.176967E-7
-14.315500	-1.246808E-7
-14.309500	-2.346933E-7
-14.303500	-1.500593E-7
-14.297500	-2.050074E-7
-14.291500	-3.868481E-7
-14.285500	-3.277091E-7
-14.279500	-4.334142E-7
-14.273500	-4.207250E-7
-14.267500	-3.488967E-7
-14.261500	-3.192108E-7
-14.255500	-3.362074E-7
-14.249500	-3.572786E-7
-14.243500	-2.642628E-7
-14.237500	-1.796288E-7
-14.231500	-1.034932E-7
-14.225500	-3.166497E-8
-14.219500	-1.415610E-7
-14.213500	-1.796288E-7
-14.207500	-2.896413E-7
-14.201500	-2.388842E-7
-14.195500	-3.235182E-7
-14.189500	-3.572786E-7
-14.183500	-4.249159E-7
-14.177500	-3.741588E-7
-14.171500	-3.657769E-7
-14.165500	-3.403984E-7
-14.159500	-3.150199E-7
-14.153500	-4.004687E-8
-14.147500	-1.585577E-7
-14.141500	-1.754379E-7
-14.135500	-1.331791E-7
-14.129500	-1.034932E-7
-14.123500	-1.161825E-7
-14.117500	-3.403984E-7
-14.111500	-4.672911E-7
-14.105500	-3.572786E-7
-14.099500	-3.699679E-7
-14.093500	-2.642628E-7
-14.087500	-4.207250E-7
-14.081500	-3.235182E-7
-14.075500	-4.122267E-7
-14.069500	-2.473826E-7
-14.063500	-1.796288E-7
-14.057500	-1.246808E-7
-14.051500	-1.627486E-7
-14.045500	-1.119915E-7
-14.039500	-2.388842E-7
-14.033500	-1.458684E-7
-14.027500	-1.923181E-7
-14.021500	-3.868481E-7
-14.015500	-4.587928E-7
-14.009500	-3.784662E-7
-14.003500	-3.953464E-7
-13.997500	-2.727611E-7
-13.991500	-4.334142E-7
-13.985500	-4.122267E-7
-13.979500	-2.981396E-7
-13.973500	-3.403984E-7
-13.967500	-2.600718E-7
-13.961500	-1.373701E-7
-13.955500	-1.034932E-7
-13.949000	-1.078006E-7
-13.943000	-1.669396E-7
-13.937000	-1.078006E-7
-13.931000	-3.657769E-7
-13.925000	-2.515735E-7
-13.919000	-3.023306E-7
-13.913000	-4.883623E-7
-13.907000	-3.826572E-7
-13.901000	-3.403984E-7
-13.895000	-3.319001E-7
-13.889000	-2.388842E-7
-13.883000	-2.346933E-7
-13.877000	-1.966255E-7
-13.871000	-1.373701E-7
-13.865000	-1.627486E-7
-13.859000	-1.373701E-7
-13.853000	-9.511132E-8
-13.847000	-3.065215E-7
-13.841000	-2.515735E-7
-13.835000	-2.938323E-7
-13.829000	-3.995374E-7
-13.823000	-3.784662E-7
-13.817000	-4.334142E-7
-13.811000	-4.672911E-7
-13.805000	-3.277091E-7
-13.799000	-2.938323E-7
-13.793000	-2.811430E-7
-13.787000	-1.839362E-7
-13.781000	-2.261950E-7
-13.775000	-1.712469E-7
-13.769000	-9.080395E-8
-13.763000	-1.331791E-7
-13.757000	-1.627486E-7
-13.751000	-2.093147E-7
-13.745000	-3.362074E-7
-13.739000	-3.362074E-7
-13.733000	-3.741588E-7
-13.727000	-3.362074E-7
-13.721000	-3.150199E-7
-13.715000	-3.741588E-7
-13.709000	-2.176967E-7
-13.703000	-2.388842E-7
-13.697000	-1.542503E-7
-13.691000	-1.415610E-7
-13.685000	-1.500593E-7
-13.679000	-9.930227E-8
-13.673000	-2.050074E-7
-13.667000	-3.023306E-7
-13.661000	-2.600718E-7
-13.655000	-2.981396E-7
