% Langmuir characteristic curve

% U (Volt)	I (A)
45.400002	-2.472661E-7
45.404999	-1.712469E-7
45.410000	-2.388842E-7
45.419998	-2.684537E-7
45.424999	-2.515735E-7
45.430000	-1.204899E-7
45.435001	-3.360910E-7
45.439999	-3.741588E-7
45.450001	-5.010515E-7
45.455002	-4.714821E-7
45.459999	-3.699679E-7
45.465000	-6.237533E-7
45.470001	-3.487803E-7
45.480000	-2.472661E-7
45.485001	-3.234018E-7
45.490002	-2.853340E-7
45.494999	-2.515735E-7
45.500000	-2.515735E-7
45.509998	-1.542503E-7
45.514999	-2.135057E-7
45.520000	-2.769521E-7
45.525002	-3.657769E-7
45.529999	-2.388842E-7
45.540001	-4.038448E-7
45.544998	-5.476177E-7
45.549999	-6.322516E-7
45.555000	-4.883623E-7
45.560001	-3.192108E-7
45.570000	-4.080357E-7
45.575001	-3.995374E-7
45.580002	-1.288718E-7
45.584999	-2.599554E-7
45.590000	-1.754379E-7
45.599998	-2.050074E-7
45.605000	-2.472661E-7
45.610001	-1.119915E-7
45.615002	-3.319001E-7
45.619999	-3.784662E-7
45.630001	-4.461035E-7
45.634998	-6.491318E-7
45.639999	-5.603069E-7
45.645000	-6.533228E-7
45.650002	-6.068731E-7
45.660000	-2.726447E-7
45.665001	-3.319001E-7
45.669998	-2.938323E-7
45.674999	-1.881272E-7
45.680000	-1.881272E-7
45.689999	-9.511132E-8
45.695000	-2.220040E-7
45.700001	-4.165340E-7
45.705002	-3.699679E-7
45.709999	-3.784662E-7
45.720001	-3.868481E-7
45.724998	-5.137408E-7
45.730000	-6.618211E-7
45.735001	-5.095499E-7
45.740002	-2.896413E-7
45.750000	-4.629837E-7
45.755001	-3.107125E-7
45.759998	-2.642628E-7
45.764999	-2.261950E-7
45.770000	-2.093147E-7
45.779999	-1.754379E-7
45.785000	-1.966255E-7
45.790001	-2.176967E-7
45.794998	-3.445894E-7
45.799999	-5.010515E-7
45.810001	-4.587928E-7
45.814999	-3.953464E-7
45.820000	-4.672911E-7
45.825001	-5.307375E-7
45.830002	-5.771872E-7
45.840000	-4.334142E-7
