% Langmuir characteristic curve

% U (Volt)	I (A)
0.000000	-1.685321E-5
0.060000	-2.108514E-5
0.120000	-3.719330E-5
0.180000	-4.439056E-5
0.240000	-3.083050E-5
0.300000	-2.744794E-5
0.360000	-1.727045E-5
0.420000	-2.066791E-5
0.480000	-4.100800E-5
0.540000	-2.875924E-6
0.600000	-2.151728E-5
0.660000	-5.409122E-6
0.720000	-8.806586E-6
0.780000	-1.558661E-5
0.840000	-1.981854E-5
0.900000	-2.914667E-5
0.960000	-2.618134E-5
1.020000	-4.142523E-5
1.080000	-1.347065E-5
1.140000	-4.574656E-6
1.200000	-2.533197E-5
1.260000	-2.108514E-5
1.320000	-2.956390E-5
1.380000	-2.363324E-5
1.440000	-2.998114E-5
1.500000	-4.862249E-5
1.560000	-1.981854E-5
1.620000	-1.685321E-5
1.680000	-2.914667E-5
1.740000	-2.574921E-5
1.800000	-2.744794E-5
1.860000	-4.015863E-5
1.920000	-3.167987E-5
1.980000	-2.405047E-5
2.040000	-2.533197E-5
2.100000	-5.625188E-5
2.160000	-1.558661E-5
2.220000	-2.489984E-5
2.280000	-3.294647E-5
2.340000	-3.804266E-5
2.400000	-2.829731E-5
2.460000	-2.618134E-5
2.520000	-2.914667E-5
2.580000	-3.041327E-5
2.640000	-2.744794E-5
2.700000	-1.896918E-5
2.760000	-3.126264E-5
2.820000	-2.489984E-5
2.880000	-2.998114E-5
2.940000	-1.896918E-5
3.000000	-1.981854E-5
3.060000	-2.026558E-6
3.120000	-1.981854E-5
3.185000	-3.167987E-5
3.245000	-2.871454E-5
3.305000	-2.914667E-5
3.365000	-2.618134E-5
3.425000	-3.507733E-5
3.485000	-4.523993E-5
3.545000	-2.066791E-5
3.605000	-3.930926E-5
3.665000	-2.829731E-5
3.725000	-2.618134E-5
3.785000	-2.914667E-5
3.845000	-3.337860E-5
3.905000	-3.126264E-5
3.965000	-2.321601E-5
4.025000	-2.443790E-6
4.085000	-2.151728E-5
4.145000	-2.829731E-5
4.205000	-2.448261E-5
4.265000	-2.871454E-5
4.325000	-4.480779E-5
4.385000	-1.855195E-5
4.445000	-3.422797E-5
4.505000	-2.875924E-6
4.565000	-3.211200E-5
4.625000	-2.871454E-5
4.685000	-3.167987E-5
4.745000	-2.744794E-5
4.805000	-2.829731E-5
4.865000	-2.108514E-5
4.925000	-2.405047E-5
4.985000	-2.066791E-5
5.045000	-2.574921E-5
5.105000	-3.930926E-5
5.165000	-1.177192E-6
5.225000	-3.083050E-5
5.285000	-2.533197E-5
5.345000	-2.066791E-5
5.405000	-2.533197E-5
5.465000	-2.533197E-5
5.525000	-3.422797E-5
5.585000	-3.337860E-5
5.645000	-2.875924E-6
5.705000	-2.659857E-5
5.765000	-1.855195E-5
5.825000	-2.574921E-5
5.885000	-1.940131E-5
5.945000	-2.489984E-5
6.005000	-3.041327E-5
6.065000	-3.379583E-5
6.125000	-2.701581E-5
6.185000	-2.914667E-5
6.245000	-2.871454E-5
6.305000	-2.193451E-5
6.365000	-2.066791E-5
6.425000	-6.258488E-6
6.485000	-3.725290E-6
6.545000	-3.041327E-5
6.605000	-2.871454E-5
6.665000	-3.337860E-5
6.725000	-3.845990E-5
6.785000	-3.804266E-5
6.845000	-1.558661E-5
6.905000	-2.193451E-5
6.965000	-2.875924E-6
7.025000	-4.354119E-5
7.085000	-2.701581E-5
7.145000	-4.057586E-5
7.205000	-1.727045E-5
7.265000	-2.533197E-5
7.325000	-6.388128E-5
7.385000	-2.659857E-5
7.445000	-3.041327E-5
7.505000	-9.223819E-6
7.565000	-1.558661E-5
7.625000	-3.591180E-5
7.685000	-2.193451E-5
7.745000	-2.151728E-5
7.805000	-2.574921E-5
7.865000	-2.026558E-6
7.925000	-4.354119E-5
7.985000	-2.701581E-5
8.045000	-3.591180E-5
8.105000	-3.083050E-5
8.165000	-2.659857E-5
8.225000	-2.659857E-5
8.285000	-3.083050E-5
8.345000	-2.659857E-5
8.405000	-2.023578E-5
8.465000	-2.151728E-5
8.525000	-2.108514E-5
8.585000	-3.083050E-5
8.645000	-1.896918E-5
8.705000	-2.701581E-5
8.765000	-1.609325E-6
8.825000	-4.269183E-5
8.885000	-3.211200E-5
8.945000	-1.981854E-5
9.005000	-5.841255E-6
9.065000	-2.193451E-5
9.125000	-4.439056E-5
9.185000	-2.744794E-5
9.245000	-2.066791E-5
9.305000	-2.914667E-5
9.370000	-2.108514E-5
9.430000	-2.443790E-6
9.490000	-4.439056E-5
9.550000	-3.211200E-5
9.610000	-2.829731E-5
9.670000	-2.956390E-5
9.730000	-2.023578E-5
9.790000	-1.515448E-5
9.850000	-2.956390E-5
9.910000	-4.057586E-5
9.970000	-1.855195E-5
10.030000	-1.600385E-5
10.090000	-2.026558E-6
10.150000	-2.108514E-5
10.210000	-3.294647E-5
10.270000	-2.108514E-5
10.330000	-2.405047E-5
10.390000	-2.574921E-5
10.450000	-3.972650E-5
10.510000	-2.321601E-5
10.570000	-2.618134E-5
10.630000	-3.804266E-5
10.690000	-4.439056E-5
10.750000	-2.875924E-6
10.810000	-2.108514E-5
10.870000	-4.354119E-5
10.930000	-2.786517E-5
10.990000	-2.151728E-5
11.050000	-3.126264E-5
