% Langmuir characteristic curve

% U (Volt)	I (A)
44.900002	-4.883623E-7
44.904999	-4.334142E-7
44.910000	-4.122267E-7
44.919998	-3.150199E-7
44.924999	-1.669396E-7
44.930000	-1.965091E-7
44.935001	-2.684537E-7
44.939999	-3.585592E-8
44.950001	-2.218876E-7
44.955002	-2.980232E-7
44.959999	-2.472661E-7
44.965000	-4.671747E-7
44.970001	-4.080357E-7
44.980000	-4.164176E-7
44.985001	-5.010515E-7
44.990002	-4.798640E-7
44.994999	-5.052425E-7
45.000000	-5.222391E-7
45.009998	-5.137408E-7
45.014999	-3.741588E-7
45.020000	-2.430752E-7
45.025002	-2.008164E-7
45.029999	-1.796288E-7
45.040001	-1.923181E-7
45.044998	-2.599554E-7
45.049999	-2.896413E-7
45.055000	-3.445894E-7
45.060001	-2.430752E-7
45.070000	-6.025657E-7
45.075001	-5.222391E-7
45.080002	-4.714821E-7
45.084999	-5.222391E-7
45.090000	-5.433103E-7
45.099998	-3.445894E-7
45.105000	-3.868481E-7
45.110001	-3.826572E-7
45.115002	-2.599554E-7
45.119999	-2.008164E-7
45.130001	-1.881272E-7
45.134998	-1.796288E-7
45.139999	-2.642628E-7
45.145000	-1.711305E-7
45.150002	-3.192108E-7
45.160000	-4.544854E-7
45.165001	-3.192108E-7
45.169998	-4.756730E-7
45.174999	-4.968606E-7
45.180000	-4.334142E-7
45.189999	-4.544854E-7
45.195000	-3.319001E-7
45.200001	-2.853340E-7
45.205002	-2.345769E-7
45.209999	-2.091983E-7
45.220001	-2.135057E-7
45.224998	-6.123446E-8
45.230000	-2.345769E-7
45.235001	-3.192108E-7
45.240002	-3.403984E-7
45.250000	-5.264301E-7
45.255001	-4.502945E-7
45.259998	-4.798640E-7
45.264999	-5.052425E-7
45.270000	-2.769521E-7
45.279999	-2.684537E-7
45.285000	-4.207250E-7
45.290001	-4.376052E-7
45.294998	-1.923181E-7
45.299999	-2.472661E-7
45.310001	-2.008164E-7
45.314999	-1.754379E-7
45.320000	-2.261950E-7
45.325001	-3.192108E-7
45.330002	-4.249159E-7
45.340000	-2.599554E-7
45.345001	-4.376052E-7
45.349998	-4.883623E-7
45.355000	-4.587928E-7
45.360001	-4.122267E-7
45.369999	-4.629837E-7
45.375000	-4.544854E-7
45.380001	-3.150199E-7
45.384998	-2.557645E-7
45.389999	-1.669396E-7
45.400002	-1.584413E-7
45.404999	-4.854519E-8
45.410000	-1.542503E-7
45.415001	-4.417961E-7
45.419998	-3.319001E-7
45.430000	-7.040799E-7
45.435001	-5.095499E-7
45.439999	-4.714821E-7
45.445000	-4.291069E-7
45.450001	-4.714821E-7
45.459999	-4.207250E-7
45.465000	-3.445894E-7
45.470001	-1.500593E-7
45.474998	-2.557645E-7
45.480000	-2.472661E-7
45.490002	-2.135057E-7
45.494999	-2.557645E-7
45.500000	-2.050074E-7
45.505001	-3.107125E-7
45.509998	-3.445894E-7
45.520000	-2.726447E-7
45.525002	-4.502945E-7
45.529999	-4.544854E-7
45.535000	-4.502945E-7
45.540001	-4.080357E-7
45.549999	-3.614696E-7
45.555000	-3.953464E-7
45.560001	-4.334142E-7
45.564999	-5.273614E-8
45.570000	-2.261950E-7
45.580002	-2.218876E-7
45.584999	-1.584413E-7
45.590000	-2.642628E-7
45.595001	-3.023306E-7
45.605000	-5.052425E-7
45.610001	-3.826572E-7
45.615002	-5.306210E-7
45.619999	-4.671747E-7
45.625000	-6.321352E-7
45.634998	-4.080357E-7
45.639999	-6.237533E-7
45.645000	-4.587928E-7
45.650002	-3.445894E-7
45.654999	-3.530877E-7
45.665001	-1.881272E-7
45.669998	-2.345769E-7
45.674999	-2.735760E-8
45.680000	-1.542503E-7
45.685001	-2.642628E-7
45.695000	-3.150199E-7
45.700001	-4.841713E-7
45.705002	-3.572786E-7
45.709999	-6.067567E-7
45.715000	-4.671747E-7
45.724998	-4.376052E-7
45.730000	-4.544854E-7
45.735001	-3.826572E-7
45.740002	-3.487803E-7
45.744999	-3.657769E-7
45.755001	-1.627486E-7
45.759998	-1.627486E-7
45.764999	-2.345769E-7
45.770000	-3.277091E-7
45.775002	-2.345769E-7
45.785000	-4.629837E-7
45.790001	-3.234018E-7
45.794998	-2.980232E-7
45.799999	-4.502945E-7
45.805000	-4.080357E-7
45.814999	-6.913906E-7
45.820000	-4.756730E-7
45.825001	-4.122267E-7
45.830002	-5.518086E-7
45.834999	-2.050074E-7
45.845001	-2.008164E-7
45.849998	-1.542503E-7
45.855000	-1.246808E-7
45.860001	-1.754379E-7
45.865002	-4.037283E-7
45.875000	-4.122267E-7
45.880001	-3.910391E-7
45.884998	-3.826572E-7
45.889999	-4.249159E-7
45.895000	-5.264301E-7
45.904999	-5.476177E-7
45.910000	-7.379567E-7
45.915001	-3.150199E-7
45.919998	-3.826572E-7
45.924999	-9.499490E-8
45.935001	-1.288718E-7
45.939999	-2.472661E-7
45.945000	-2.176967E-7
45.950001	-2.316665E-8
45.955002	-3.487803E-7
45.965000	-3.023306E-7
45.970001	-3.910391E-7
45.974998	-4.587928E-7
45.980000	-5.686888E-7
45.985001	-4.376052E-7
45.994999	-4.883623E-7
46.000000	-4.291069E-7
46.005001	-4.334142E-7
46.009998	-3.107125E-7
46.014999	-1.246808E-7
46.025002	-1.881272E-7
46.029999	-2.938323E-7
46.035000	-2.135057E-7
46.040001	-2.430752E-7
46.044998	-2.769521E-7
46.055000	-2.642628E-7
46.060001	-2.726447E-7
46.064999	-2.430752E-7
46.070000	-4.502945E-7
46.075001	-4.461035E-7
46.084999	-4.968606E-7
46.090000	-3.910391E-7
46.095001	-3.107125E-7
46.099998	-4.334142E-7
46.105000	-3.699679E-7
46.115002	-2.135057E-7
46.119999	-3.319001E-7
46.125000	-3.107125E-7
46.130001	-5.692709E-8
46.134998	-1.838198E-7
46.145000	-2.896413E-7
46.150002	-5.940674E-7
46.154999	-4.417961E-7
46.160000	-4.756730E-7
46.165001	-4.629837E-7
46.174999	-4.502945E-7
46.180000	-4.207250E-7
46.185001	-5.222391E-7
46.189999	-1.669396E-7
46.195000	-3.277091E-7
46.205002	-2.176967E-7
46.209999	-2.599554E-7
46.215000	-3.657769E-7
46.220001	-2.303859E-7
46.224998	-3.403984E-7
46.235001	-2.135057E-7
46.240002	-3.403984E-7
46.244999	-3.657769E-7
46.250000	-4.376052E-7
46.255001	-4.502945E-7
46.264999	-4.883623E-7
46.270000	-4.249159E-7
46.275002	-3.868481E-7
46.279999	-3.487803E-7
46.285000	-3.150199E-7
46.294998	-2.135057E-7
46.299999	-2.303859E-7
46.305000	-2.472661E-7
46.310001	-2.135057E-7
46.314999	-1.923181E-7
46.325001	-3.487803E-7
46.330002	-3.487803E-7
46.334999	-3.995374E-7
46.340000	-5.686888E-7
46.345001	-3.445894E-7
46.355000	-3.826572E-7
46.360001	-4.080357E-7
46.365002	-3.530877E-7
46.369999	-1.923181E-7
46.375000	-4.334142E-7
46.384998	-2.642628E-7
46.389999	-3.319001E-7
46.395000	-1.500593E-7
46.400002	-2.218876E-7
46.404999	-2.261950E-7
46.415001	-2.515735E-7
46.419998	-2.557645E-7
46.424999	-4.249159E-7
46.430000	-4.080357E-7
46.435001	-4.671747E-7
46.445000	-4.883623E-7
46.450001	-4.334142E-7
46.455002	-3.784662E-7
46.459999	-3.234018E-7
46.465000	-2.726447E-7
46.474998	-3.487803E-7
46.480000	-2.938323E-7
46.485001	-2.303859E-7
46.490002	-1.838198E-7
46.494999	-1.500593E-7
46.505001	-2.430752E-7
46.509998	-3.699679E-7
46.514999	-3.445894E-7
46.520000	-2.980232E-7
46.525002	-4.207250E-7
46.535000	-4.841713E-7
46.540001	-4.502945E-7
46.544998	-2.769521E-7
46.549999	-4.798640E-7
46.555000	-2.769521E-7
46.564999	-1.203734E-7
46.570000	-1.838198E-7
46.575001	-2.735760E-8
46.580002	-1.288718E-7
46.584999	-1.965091E-7
46.595001	-2.726447E-7
46.599998	-3.319001E-7
46.605000	-4.291069E-7
46.610001	-3.530877E-7
46.615002	-5.940674E-7
46.625000	-5.349284E-7
46.630001	-4.334142E-7
46.634998	-4.080357E-7
46.639999	-5.137408E-7
46.645000	-3.192108E-7
46.654999	-2.472661E-7
46.660000	-2.430752E-7
46.665001	-2.303859E-7
46.669998	-1.923181E-7
46.674999	-2.008164E-7
46.685001	-2.684537E-7
46.689999	-1.076842E-7
46.695000	-3.023306E-7
46.700001	-4.968606E-7
46.705002	-4.164176E-7
46.715000	-4.798640E-7
46.720001	-4.249159E-7
46.724998	-4.629837E-7
46.730000	-3.868481E-7
46.735001	-2.726447E-7
46.744999	-2.218876E-7
46.750000	-2.599554E-7
46.755001	-1.838198E-7
46.759998	-1.965091E-7
46.764999	-1.466833E-8
46.775002	-2.388842E-7
46.779999	-2.430752E-7
46.785000	-3.277091E-7
46.790001	-3.784662E-7
46.794998	-4.968606E-7
46.805000	-5.433103E-7
46.810001	-4.417961E-7
46.814999	-5.559996E-7
46.820000	-4.291069E-7
46.825001	-3.192108E-7
46.834999	-4.629837E-7
46.840000	-2.769521E-7
46.845001	-3.614696E-7
46.849998	-1.669396E-7
46.855000	-4.207250E-7
46.865002	-1.669396E-7
46.869999	-3.192108E-7
46.875000	-3.234018E-7
46.880001	-2.726447E-7
46.884998	-4.502945E-7
46.895000	-6.871996E-7
46.900002	-4.968606E-7
46.904999	-4.417961E-7
46.910000	-4.376052E-7
46.915001	-2.515735E-7
46.924999	-3.023306E-7
46.930000	-1.965091E-7
46.935001	-2.515735E-7
46.939999	-2.008164E-7
46.945000	-1.627486E-7
46.955002	-2.050074E-7
46.959999	-2.261950E-7
46.965000	-3.234018E-7
46.970001	-4.207250E-7
46.980000	-5.306210E-7
46.985001	-4.502945E-7
46.990002	-4.164176E-7
46.994999	-3.995374E-7
47.000000	-4.122267E-7
47.009998	-4.798640E-7
47.014999	-3.150199E-7
47.020000	-1.754379E-7
47.025002	-1.669396E-7
47.029999	-1.965091E-7
47.040001	-1.466833E-8
47.044998	-3.826572E-7
47.049999	-2.388842E-7
47.055000	-2.642628E-7
47.060001	-3.826572E-7
47.070000	-5.222391E-7
47.075001	-6.025657E-7
47.080002	-4.376052E-7
47.084999	-3.319001E-7
47.090000	-4.334142E-7
47.099998	-4.502945E-7
47.105000	-3.953464E-7
47.110001	-3.995374E-7
47.115002	-2.472661E-7
47.119999	-2.135057E-7
47.130001	-2.853340E-7
47.134998	-1.979060E-9
47.139999	-3.403984E-7
47.145000	-3.403984E-7
47.150002	-2.050074E-7
47.160000	-3.826572E-7
47.165001	-2.853340E-7
47.169998	-4.037283E-7
47.174999	-4.080357E-7
47.180000	-5.391194E-7
47.189999	-3.487803E-7
47.195000	-3.319001E-7
47.200001	-4.037283E-7
47.205002	-1.838198E-7
47.209999	-3.234018E-7
47.220001	-1.119915E-7
47.224998	-2.091983E-7
47.230000	-4.423782E-8
47.235001	-2.769521E-7
47.240002	-3.699679E-7
47.250000	-3.953464E-7
47.255001	-5.433103E-7
47.259998	-5.010515E-7
47.264999	-4.883623E-7
47.270000	-4.544854E-7
47.279999	-3.614696E-7
47.285000	-4.841713E-7
47.290001	-4.376052E-7
47.294998	-4.854519E-8
47.299999	-1.457520E-7
47.310001	-4.334142E-7
47.314999	-6.286427E-9
47.320000	-2.980232E-7
47.325001	-3.234018E-7
47.330002	-2.515735E-7
47.340000	-4.249159E-7
47.345001	-5.856855E-7
47.349998	-5.856855E-7
47.355000	-5.095499E-7
47.360001	-4.756730E-7
47.369999	-3.741588E-7
47.375000	-2.430752E-7
47.380001	-2.430752E-7
47.384998	-2.557645E-7
47.389999	-1.754379E-7
47.400002	-1.288718E-7
47.404999	-2.430752E-7
47.410000	-1.796288E-7
47.415001	-2.726447E-7
47.419998	-4.037283E-7
47.430000	-4.417961E-7
47.435001	-4.544854E-7
47.439999	-4.417961E-7
47.445000	-4.798640E-7
47.450001	-4.587928E-7
47.459999	-5.391194E-7
