% Langmuir characteristic curve

% U (Volt)	I (A)
0.000000	-3.826572E-7
0.060000	-3.234018E-7
0.120000	-2.641464E-7
0.180000	-2.472661E-7
0.240000	-2.726447E-7
0.300000	-3.319001E-7
0.360000	-2.853340E-7
0.420000	1.490116E-8
0.480000	2.094312E-7
0.540000	1.079170E-7
0.600000	-1.457520E-7
0.660000	-1.711305E-7
0.720000	-1.047738E-8
0.780000	-2.091983E-7
0.840000	-2.050074E-7
0.900000	-4.502945E-7
0.960000	-4.249159E-7
1.020000	-1.373701E-7
1.080000	-2.768356E-7
1.140000	-3.656605E-7
1.200000	-1.584413E-7
1.260000	-3.275927E-7
1.320000	-3.585592E-8
1.380000	2.348097E-7
1.440000	-1.203734E-7
1.500000	-1.203734E-7
1.560000	-1.076842E-7
1.620000	-1.119915E-7
1.680000	-2.135057E-7
1.740000	-2.599554E-7
1.800000	-3.529713E-7
1.860000	-1.923181E-7
1.920000	-4.164176E-7
1.980000	-3.402820E-7
2.040000	-2.938323E-7
2.100000	-1.838198E-7
2.160000	-1.881272E-7
2.220000	1.909211E-8
2.280000	1.882436E-7
2.340000	6.984919E-8
2.400000	2.759043E-8
2.460000	-4.854519E-8
2.520000	1.332955E-7
2.580000	-2.008164E-7
2.640000	-2.768356E-7
2.700000	-3.319001E-7
2.760000	-2.388842E-7
2.820000	-4.122267E-7
2.880000	-3.275927E-7
2.940000	-2.599554E-7
3.000000	-2.050074E-7
3.060000	-1.500593E-7
3.120000	-5.692709E-8
3.185000	2.433080E-7
3.245000	-1.119915E-7
3.305000	-9.080395E-8
3.365000	6.984919E-8
3.425000	5.296897E-8
3.485000	-1.923181E-7
3.545000	-2.008164E-7
3.605000	-4.461035E-7
3.665000	-5.813781E-7
3.725000	-4.671747E-7
3.785000	-6.575137E-7
3.845000	-2.557645E-7
3.905000	-3.572786E-7
3.965000	5.715992E-8
4.025000	-6.961636E-8
4.085000	4.027970E-8
4.145000	-1.288718E-7
4.205000	-6.542541E-8
4.265000	-1.466833E-8
4.325000	-7.811468E-8
4.385000	-5.692709E-8
4.445000	7.834751E-8
4.505000	-3.487803E-7
4.565000	-4.376052E-7
4.625000	-3.402820E-7
4.685000	-3.826572E-7
4.745000	-2.895249E-7
4.805000	-2.472661E-7
4.865000	-1.627486E-7
4.925000	3.608875E-8
4.985000	-9.930227E-8
5.045000	-1.034932E-7
5.105000	-1.047738E-8
5.165000	1.122244E-7
5.225000	1.925509E-7
