Time:            17:41:39
Temperature:     -55.0 °C
Maximum current: 2.00 A
Number of steps: 20
Samples:         100
Measurements:    1
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-2.00   -236.83   -0.1901
-1.90   -237.22   -0.1878
-1.80   -227.62   -0.1832
-1.70   -216.56   -0.1819
-1.60   -203.43   -0.1772
-1.50   -189.26   -0.1742
-1.40   -174.18   -0.1716
-1.30   -160.62   -0.1642
-1.20   -145.61   -0.1597
-1.10   -130.76   -0.1551
-1.00   -115.90   -0.1487
-0.90   -102.41   -0.1402
-0.80    -89.41   -0.1318
-0.70    -77.05   -0.1247
-0.60    -63.73   -0.1172
-0.50    -48.55   -0.1075
-0.40    -36.78   -0.1024
-0.30    -24.16   -0.0902
-0.20    -11.26   -0.0793
-0.10     -0.81   -0.0680
 0.00     11.41   -0.0599
 0.10     23.51   -0.0464
 0.20     34.47   -0.0331
 0.30     44.13   -0.0208
 0.40     55.29   -0.0075
 0.50     65.11   0.0080
 0.60     75.46   0.0225
 0.70     85.06   0.0367
 0.80     96.25   0.0539
 0.90    107.40   0.0719
 1.00    118.20   0.0914
 1.10    130.94   0.1042
 1.20    142.36   0.1187
 1.30    155.20   0.1254
 1.40    166.91   0.1369
 1.50    180.04   0.1432
 1.60    192.95   0.1501
 1.70    205.11   0.1596
 1.80    217.59   0.1638
 1.90    230.63   0.1725
 2.00    241.82   0.1784
 1.90    242.37   0.1797
 1.80    232.51   0.1758
 1.70    220.48   0.1738
 1.60    208.81   0.1842
 1.50    194.96   0.1659
 1.40    180.63   0.1609
 1.30    165.38   0.1571
 1.20    151.31   0.1485
 1.10    137.49   0.1444
 1.00    122.64   0.1389
 0.90    109.96   0.1309
 0.80     96.25   0.1288
 0.70     82.98   0.1205
 0.60     70.04   0.1101
 0.50     56.39   0.1008
 0.40     43.35   0.0969
 0.30     30.16   0.0833
 0.20     19.58   0.0728
 0.10      6.90   0.0617
 0.00     -4.38   0.0517
-0.10    -16.31   0.0376
-0.20    -27.92   0.0230
-0.30    -35.74   0.0108
-0.40    -46.15   -0.0054
-0.50    -56.92   -0.0209
-0.60    -66.81   -0.0359
-0.70    -76.24   -0.0533
-0.80    -87.69   -0.0711
-0.90    -98.29   -0.0934
-1.00   -109.61   -0.1126
-1.10   -121.84   -0.1253
-1.20   -133.19   -0.1362
-1.30   -145.74   -0.1474
-1.40   -158.09   -0.1572
-1.50   -170.84   -0.1635
-1.60   -182.97   -0.1706
-1.70   -196.65   -0.1790
-1.80   -210.66   -0.1811
-1.90   -223.37   -0.1850
-2.00   -236.38   -0.1967
