554, 522, 7848, 7838
554, 525, 7849, 7842
525, 717, 7846, 7841
295, 489, 7850, 7840
554, 554, 7848, 7838
522, 522,0,0
587, 489,0,0
554, 522,0,0
522, 554,0,0
619, 457,0,0
