Time:            17:47:35
Temperature:     -55.0 °C
Maximum current: 2.00 A
Number of steps: 20
Samples:         300
Measurements:    1
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-2.00   -238.32   -0.2282
-1.90   -239.17   -0.2312
-1.80   -229.44   -0.2255
-1.70   -216.47   -0.2224
-1.60   -204.17   -0.2194
-1.50   -190.07   -0.2149
-1.40   -175.02   -0.2117
-1.30   -160.27   -0.2041
-1.20   -146.58   -0.1986
-1.10   -132.44   -0.1937
-1.00   -119.24   -0.1869
-0.90   -104.36   -0.1806
-0.80    -91.19   -0.1726
-0.70    -77.77   -0.1636
-0.60    -64.08   -0.1553
-0.50    -51.08   -0.1468
-0.40    -37.82   -0.1381
-0.30    -24.42   -0.1285
-0.20    -12.52   -0.1168
-0.10     -0.94   -0.1072
 0.00     11.48   -0.0956
 0.10     21.79   -0.0828
 0.20     31.36   -0.0697
 0.30     42.93   -0.0567
 0.40     52.99   -0.0426
 0.50     62.68   -0.0274
 0.60     74.29   -0.0132
 0.70     83.34   0.0030
 0.80     95.14   0.0192
 0.90    106.04   0.0381
 1.00    117.78   0.0563
 1.10    130.46   0.0697
 1.20    142.75   0.0797
 1.30    154.71   0.0901
 1.40    166.03   0.0979
 1.50    178.97   0.1065
 1.60    192.66   0.1145
 1.70    210.10   0.1249
 1.80    221.10   0.1320
 1.90    233.65   0.1387
 2.00    245.09   0.1431
 1.90    242.14   0.1426
 1.80    231.73   0.1405
 1.70    221.16   0.1379
 1.60    218.89   0.1377
 1.50    193.69   0.1304
 1.40    185.68   0.1270
 1.30    166.42   0.1218
 1.20    155.46   0.1175
 1.10    133.93   0.1085
 1.00    127.83   0.1059
 0.90    103.74   0.0940
 0.80    100.92   0.0914
 0.70     85.25   0.0850
 0.60     70.66   0.0772
 0.50     52.05   0.0638
 0.40     49.94   0.0618
 0.30     33.53   0.0501
 0.20     15.79   0.0371
 0.10      8.56   0.0300
 0.00     -3.15   0.0186
-0.10    -15.31   0.0065
-0.20    -26.69   -0.0126
-0.30    -34.15   -0.0197
-0.40    -49.04   -0.0407
-0.50    -59.80   -0.0582
-0.60    -62.69   -0.0634
-0.70    -74.49   -0.0803
-0.80    -86.78   -0.1005
-0.90    -97.48   -0.1239
-1.00   -108.32   -0.1434
-1.10   -120.77   -0.1567
-1.20   -133.38   -0.1668
-1.30   -145.58   -0.1775
-1.40   -157.67   -0.1863
-1.50   -170.48   -0.1950
-1.60   -182.80   -0.2026
-1.70   -197.01   -0.2104
-1.80   -209.20   -0.2160
-1.90   -222.11   -0.2237
-2.00   -235.27   -0.2284
