Time:            17:45:41
Temperature:     -55.0 °C
Maximum current: 0.50 A
Number of steps: 20
Samples:         100
Measurements:    1
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-0.50    -36.36   -0.1070
-0.47    -37.69   -0.1076
-0.45    -42.55   -0.1118
-0.42    -45.11   -0.1124
-0.40    -42.61   -0.1125
-0.38    -40.57   -0.1107
-0.35    -37.07   -0.1091
-0.33    -33.89   -0.1086
-0.30    -29.61   -0.1046
-0.28    -24.78   -0.1039
-0.25    -21.70   -0.1022
-0.23    -17.84   -0.1007
-0.20    -13.79   -0.0972
-0.17     -9.50   -0.0954
-0.15     -5.32   -0.0926
-0.12     -1.69   -0.0909
-0.10      3.01   -0.0877
-0.07      6.48   -0.0845
-0.05      9.34   -0.0804
-0.03     14.27   -0.0778
 0.00     17.93   -0.0753
 0.03     20.30   -0.0723
 0.05     25.06   -0.0681
 0.07     27.85   -0.0637
 0.10     29.18   -0.0622
 0.12     32.13   -0.0575
 0.15     35.12   -0.0540
 0.17     38.00   -0.0503
 0.20     41.41   -0.0475
 0.23     43.74   -0.0425
 0.25     45.92   -0.0409
 0.28     48.25   -0.0361
 0.30     51.17   -0.0308
 0.33     54.51   -0.0289
 0.35     56.62   -0.0239
 0.38     58.60   -0.0232
 0.40     62.20   -0.0205
 0.42     63.82   -0.0165
 0.45     66.83   -0.0118
 0.47     68.91   -0.0051
 0.50     71.99   -0.0015
 0.47     72.35   0.0000
 0.45     72.48   -0.0004
 0.42     69.72   -0.0013
 0.40     66.38   -0.0031
 0.38     62.58   -0.0046
 0.35     60.54   -0.0053
 0.33     54.83   -0.0063
 0.30     53.05   -0.0075
 0.28     48.32   -0.0123
 0.25     44.00   -0.0152
 0.23     39.98   -0.0173
 0.20     35.70   -0.0189
 0.17     33.24   -0.0220
 0.15     28.08   -0.0242
 0.12     24.16   -0.0288
 0.10     21.30   -0.0309
 0.07     17.41   -0.0328
 0.05     12.32   -0.0357
 0.03      9.30   -0.0412
 0.00      6.68   -0.0432
-0.03      1.88   -0.0469
-0.05     -0.20   -0.0491
-0.07     -4.19   -0.0524
-0.10     -7.88   -0.0561
-0.12    -11.32   -0.0608
-0.15    -15.08   -0.0642
-0.17    -17.06   -0.0682
-0.20    -20.01   -0.0703
-0.23    -22.90   -0.0757
-0.25    -26.43   -0.0795
-0.28    -30.68   -0.0833
-0.30    -32.20   -0.0856
-0.33    -35.29   -0.0896
-0.35    -38.37   -0.0925
-0.38    -41.38   -0.0966
-0.40    -43.68   -0.1003
-0.42    -47.41   -0.1042
-0.45    -50.43   -0.1078
-0.47    -53.22   -0.1106
-0.50    -56.20   -0.1128
