Time:            17:50:09
Temperature:     -55.0 °C
Maximum current: 2.00 A
Number of steps: 200
Samples:         1
Measurements:    1
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-2.00   -236.73   -0.2295
-1.99   -237.67   -0.2351
-1.98   -241.89   -0.2510
-1.97   -243.06   -0.2296
-1.96   -241.99   -0.2429
-1.95   -240.88   -0.2317
-1.94   -240.30   -0.2438
-1.93   -238.52   -0.2384
-1.92   -238.19   -0.2179
-1.91   -237.09   -0.2517
-1.90   -235.57   -0.2356
-1.89   -233.94   -0.2353
-1.88   -232.61   -0.2351
-1.87   -231.06   -0.2402
-1.86   -229.50   -0.2376
-1.85   -229.21   -0.2306
-1.84   -227.36   -0.2375
-1.83   -226.32   -0.2330
-1.82   -223.99   -0.2136
-1.81   -222.98   -0.2270
-1.80   -222.33   -0.2341
-1.79   -219.94   -0.2307
-1.78   -219.55   -0.2175
-1.77   -217.99   -0.2338
-1.76   -215.88   -0.2374
-1.75   -213.61   -0.2283
-1.74   -212.70   -0.2239
-1.73   -210.98   -0.2296
-1.72   -210.17   -0.2309
-1.71   -208.68   -0.2326
-1.70   -206.38   -0.2230
-1.69   -204.95   -0.2186
-1.68   -204.63   -0.2216
-1.67   -203.36   -0.2196
-1.66   -199.73   -0.2187
-1.65   -199.99   -0.2159
-1.64   -197.46   -0.2308
-1.63   -194.96   -0.2202
-1.62   -194.09   -0.2317
-1.61   -192.60   -0.2170
-1.60   -189.94   -0.2212
-1.59   -188.84   -0.2145
-1.58   -186.92   -0.2212
-1.57   -186.50   -0.2239
-1.56   -183.91   -0.2172
-1.55   -182.58   -0.2190
-1.54   -182.32   -0.2274
-1.53   -180.66   -0.2133
-1.52   -178.00   -0.2160
-1.51   -175.90   -0.2212
-1.50   -174.34   -0.2122
-1.49   -172.91   -0.2161
-1.48   -171.52   -0.2128
-1.47   -170.06   -0.2107
-1.46   -168.54   -0.2129
-1.45   -166.65   -0.2051
-1.44   -165.13   -0.2007
-1.43   -163.80   -0.2054
-1.42   -161.82   -0.2192
-1.41   -160.88   -0.2139
-1.40   -158.32   -0.2157
-1.39   -157.19   -0.1994
-1.38   -156.73   -0.2183
-1.37   -154.66   -0.2110
-1.36   -152.65   -0.2096
-1.35   -151.35   -0.2086
-1.34   -149.82   -0.1942
-1.33   -148.72   -0.2044
-1.32   -146.16   -0.2116
-1.31   -144.47   -0.2058
-1.30   -143.95   -0.2074
-1.29   -141.33   -0.2172
-1.28   -140.03   -0.1958
-1.27   -139.09   -0.1990
-1.26   -137.01   -0.2031
-1.25   -134.78   -0.2099
-1.24   -134.13   -0.2156
-1.23   -132.51   -0.1716
-1.22   -131.18   -0.1826
-1.21   -129.85   -0.1849
-1.20   -128.36   -0.1889
-1.19   -126.77   -0.1968
-1.18   -125.18   -0.1985
-1.17   -123.95   -0.1943
-1.16   -123.33   -0.1909
-1.15   -121.29   -0.1846
-1.14   -119.70   -0.1923
-1.13   -117.62   -0.1912
-1.12   -116.81   -0.1925
-1.11   -115.58   -0.1934
-1.10   -112.73   -0.1934
-1.09   -113.15   -0.1885
-1.08   -111.33   -0.1831
-1.07   -110.07   -0.1912
-1.06   -108.02   -0.1871
-1.05   -106.69   -0.1864
-1.04   -105.33   -0.1740
-1.03   -103.45   -0.1856
-1.02   -102.54   -0.1710
-1.01   -100.47   -0.1866
-1.00    -98.94   -0.1749
-0.99    -97.68   -0.1811
-0.98    -96.12   -0.1695
-0.97    -95.77   -0.1705
-0.96    -93.72   -0.1735
-0.95    -91.91   -0.1746
-0.94    -91.94   -0.1793
-0.93    -89.38   -0.1832
-0.92    -87.79   -0.1761
-0.91    -87.59   -0.1669
-0.90    -85.84   -0.1745
-0.89    -83.60   -0.1601
-0.88    -82.70   -0.1662
-0.87    -80.72   -0.1618
-0.86    -80.13   -0.1783
-0.85    -77.86   -0.1654
-0.84    -77.18   -0.1660
-0.83    -75.85   -0.1608
-0.82    -73.94   -0.1578
-0.81    -72.77   -0.1654
-0.80    -71.18   -0.1674
-0.79    -70.57   -0.1570
-0.78    -68.75   -0.1585
-0.77    -68.07   -0.1587
-0.76    -66.13   -0.1547
-0.75    -64.99   -0.1502
-0.74    -62.20   -0.1568
-0.73    -61.72   -0.1463
-0.72    -61.13   -0.1569
-0.71    -59.54   -0.1499
-0.70    -57.73   -0.1482
-0.69    -55.94   -0.1555
-0.68    -54.32   -0.1489
-0.67    -52.51   -0.1467
-0.66    -51.50   -0.1557
-0.65    -50.72   -0.1582
-0.64    -49.17   -0.1484
-0.63    -48.13   -0.1531
-0.62    -46.93   -0.1390
-0.61    -45.14   -0.1500
-0.60    -44.27   -0.1429
-0.59    -43.07   -0.1395
-0.58    -41.80   -0.1357
-0.57    -40.90   -0.1435
-0.56    -38.76   -0.1456
-0.55    -37.85   -0.1622
-0.54    -35.51   -0.1467
-0.53    -34.12   -0.1432
-0.52    -33.50   -0.1416
-0.51    -32.33   -0.1338
-0.50    -32.08   -0.1292
-0.49    -29.45   -0.1225
-0.48    -29.38   -0.1510
-0.47    -26.98   -0.1334
-0.46    -25.52   -0.1347
-0.45    -23.29   -0.1291
-0.44    -22.35   -0.1185
-0.43    -21.80   -0.1356
-0.42    -19.91   -0.1258
-0.41    -19.23   -0.1228
-0.40    -16.51   -0.1089
-0.39    -15.83   -0.1296
-0.38    -13.85   -0.1219
-0.37    -12.46   -0.1119
-0.36    -11.55   -0.1109
-0.35    -10.80   -0.1098
-0.34     -9.63   -0.1314
-0.33     -9.02   -0.1015
-0.32     -6.78   -0.1061
-0.31     -5.87   -0.1106
-0.30     -3.99   -0.1124
-0.29     -1.92   -0.1137
-0.28     -1.56   -0.1039
-0.27     -0.98   -0.1240
-0.26      1.55   -0.0965
-0.25      1.23   -0.1027
-0.24      3.66   -0.0934
-0.23      4.57   -0.1120
-0.22      6.19   -0.1010
-0.21      7.68   -0.1052
-0.20      7.55   -0.1033
-0.19      9.92   -0.0963
-0.18     11.96   -0.1020
-0.17     12.84   -0.0920
-0.16     13.29   -0.0997
-0.15     15.40   -0.0912
-0.14     15.53   -0.1009
-0.13     18.32   -0.1006
-0.12     18.64   -0.0884
-0.11     20.23   -0.0978
-0.10     20.52   -0.0992
-0.09     22.28   -0.0873
-0.08     23.28   -0.0689
-0.07     22.76   -0.0827
-0.06     25.19   -0.0853
-0.05     25.97   -0.0738
-0.04     27.17   -0.0834
-0.03     28.63   -0.0759
-0.02     30.03   -0.0857
-0.01     30.74   -0.0643
 0.00     32.36   -0.0896
 0.01     33.37   -0.0810
 0.02     33.85   -0.0649
 0.03     35.02   -0.0602
 0.04     35.64   -0.0682
 0.05     38.33   -0.0622
 0.06     37.74   -0.0623
 0.07     39.01   -0.0608
 0.08     40.24   -0.0675
 0.09     41.70   -0.0619
 0.10     41.93   -0.0615
 0.11     43.32   -0.0647
 0.12     43.61   -0.0618
 0.13     45.20   -0.0579
 0.14     45.72   -0.0626
 0.15     47.12   -0.0530
 0.16     48.51   -0.0585
 0.17     48.80   -0.0504
 0.18     50.23   -0.0481
 0.19     50.29   -0.0564
 0.20     52.21   -0.0449
 0.21     53.50   -0.0406
 0.22     53.73   -0.0435
 0.23     54.22   -0.0454
 0.24     56.00   -0.0455
 0.25     56.91   -0.0359
 0.26     57.17   -0.0348
 0.27     60.41   -0.0316
 0.28     59.11   -0.0300
 0.29     60.48   -0.0383
 0.30     61.97   -0.0184
 0.31     62.58   -0.0271
 0.32     63.69   -0.0265
 0.33     64.95   -0.0208
 0.34     65.28   -0.0276
 0.35     66.61   -0.0243
 0.36     67.32   -0.0080
 0.37     68.68   -0.0154
 0.38     69.39   -0.0249
 0.39     70.85   -0.0194
 0.40     72.18   -0.0094
 0.41     72.18   -0.0160
 0.42     73.19   -0.0206
 0.43     74.16   -0.0085
 0.44     75.43   -0.0056
 0.45     76.66   -0.0016
 0.46     77.83   -0.0070
 0.47     78.28   -0.0040
 0.48     80.06   0.0217
 0.49     80.36   -0.0090
 0.50     81.23   0.0012
 0.51     81.81   0.0049
 0.52     84.18   0.0025
 0.53     84.44   0.0037
 0.54     85.19   0.0003
 0.55     85.90   0.0072
 0.56     87.62   0.0106
 0.57     88.75   0.0077
 0.58     89.31   0.0149
 0.59     90.80   0.0206
 0.60     91.64   0.0212
 0.61     93.13   0.0208
 0.62     93.81   0.0251
 0.63     95.27   0.0255
 0.64     95.63   0.0341
 0.65     96.73   0.0210
 0.66     98.26   0.0323
 0.67    100.07   0.0393
 0.68    100.92   0.0292
