Time:            17:43:29
Temperature:     -55.0 °C
Maximum current: 1.50 A
Number of steps: 20
Samples:         100
Measurements:    1
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-1.50   -169.15   -0.1920
-1.43   -171.52   -0.1912
-1.35   -166.88   -0.1903
-1.27   -158.74   -0.1849
-1.20   -148.14   -0.1808
-1.12   -137.40   -0.1778
-1.05   -128.23   -0.1724
-0.97   -116.81   -0.1704
-0.90   -106.21   -0.1624
-0.82    -94.92   -0.1585
-0.75    -83.57   -0.1529
-0.68    -73.84   -0.1501
-0.60    -61.78   -0.1450
-0.53    -52.99   -0.1382
-0.45    -42.39   -0.1310
-0.38    -33.05   -0.1238
-0.30    -22.02   -0.1165
-0.23    -12.20   -0.1078
-0.15     -3.02   -0.1024
-0.07      6.16   -0.0911
 0.00     15.92   -0.0835
 0.07     24.19   -0.0749
 0.15     32.56   -0.0653
 0.23     40.44   -0.0536
 0.30     48.96   -0.0414
 0.38     56.07   -0.0312
 0.45     63.91   -0.0226
 0.53     71.37   -0.0088
 0.60     79.54   0.0029
 0.68     87.30   0.0111
 0.75     95.60   0.0344
 0.82    104.03   0.0434
 0.90    112.46   0.0540
 0.97    119.43   0.0648
 1.05    127.99   0.0781
 1.12    138.05   0.0845
 1.20    146.35   0.0931
 1.27    156.30   0.0981
 1.35    164.64   0.1048
 1.43    174.20   0.1075
 1.50    184.61   0.1165
 1.43    185.62   0.1181
 1.35    179.39   0.1174
 1.27    170.90   0.1150
 1.20    160.91   0.1142
 1.12    150.53   0.1103
 1.05    139.96   0.1048
 0.97    128.87   0.1018
 0.90    117.88   0.0978
 0.82    107.08   0.0919
 0.75     96.70   0.0874
 0.68     86.55   0.0803
 0.60     75.65   0.0758
 0.53     64.47   0.0713
 0.45     53.73   0.0651
 0.38     44.59   0.0565
 0.30     34.05   0.0499
 0.23     23.83   0.0415
 0.15     14.82   0.0348
 0.07      4.96   0.0301
 0.00     -4.61   0.0159
-0.07    -12.97   0.0056
-0.15    -21.08   -0.0036
-0.23    -29.32   -0.0126
-0.30    -36.91   -0.0250
-0.38    -43.98   -0.0359
-0.45    -52.47   -0.0470
-0.53    -59.48   -0.0583
-0.60    -67.03   -0.0716
-0.68    -75.34   -0.0834
-0.75    -82.57   -0.0984
-0.82    -91.48   -0.1164
-0.90    -99.14   -0.1280
-0.97   -108.54   -0.1428
-1.05   -117.78   -0.1526
-1.12   -126.64   -0.1624
-1.20   -135.59   -0.1666
-1.27   -146.19   -0.1744
-1.35   -154.56   -0.1811
-1.43   -164.19   -0.1872
-1.50   -174.66   -0.1916
