Time:            17:48:53
Temperature:     -55.0 °C
Maximum current: 2.00 A
Number of steps: 20
Samples:         1
Measurements:    1
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-2.00   -237.28   -0.2396
-1.90   -236.80   -0.2430
-1.80   -227.30   -0.2259
-1.70   -215.56   -0.2292
-1.60   -203.14   -0.2163
-1.50   -187.54   -0.2137
-1.40   -173.63   -0.2088
-1.30   -159.16   -0.2131
-1.20   -144.89   -0.1841
-1.10   -131.24   -0.1940
-1.00   -116.42   -0.1878
-0.90   -102.80   -0.1603
-0.80    -90.06   -0.1816
-0.70    -76.73   -0.1793
-0.60    -62.40   -0.1540
-0.50    -50.14   -0.1582
-0.40    -36.32   -0.1431
-0.30    -24.42   -0.1304
-0.20    -10.93   -0.1217
-0.10      0.97   -0.1123
 0.00     11.93   -0.0959
 0.10     22.96   -0.0862
 0.20     33.66   -0.0716
 0.30     44.52   -0.0565
 0.40     54.64   -0.0491
 0.50     64.08   -0.0350
 0.60     75.10   -0.0199
 0.70     85.97   0.0052
 0.80     96.86   0.0029
 0.90    107.63   0.0343
 1.00    118.43   0.0788
 1.10    131.24   0.0699
 1.20    142.36   0.0695
 1.30    154.91   0.1005
 1.40    166.78   0.0951
 1.50    180.01   0.1121
 1.60    191.62   0.1114
 1.70    205.37   0.1109
 1.80    216.43   0.1247
 1.90    230.14   0.1217
 2.00    241.56   0.1424
 1.90    242.14   0.1498
 1.80    233.55   0.1303
 1.70    220.51   0.1419
 1.60    208.22   0.1541
 1.50    193.63   0.1324
 1.40    179.65   0.1196
 1.30    166.13   0.1217
 1.20    151.05   0.1174
 1.10    137.17   0.1137
 1.00    123.06   0.0991
 0.90    110.32   0.1023
 0.80     95.95   0.0891
 0.70     83.31   0.0779
 0.60     69.46   0.0808
 0.50     55.71   0.0625
 0.40     43.97   0.0569
 0.30     32.10   0.0457
 0.20     17.93   0.0371
 0.10      6.74   0.0269
 0.00     -5.16   0.0104
-0.10    -15.83   0.0020
-0.20    -26.46   -0.0031
-0.30    -36.52   -0.0365
-0.40    -47.71   -0.0441
-0.50    -56.49   -0.0471
-0.60    -67.23   -0.0672
-0.70    -77.41   -0.0839
-0.80    -88.63   -0.1047
-0.90    -98.55   -0.1201
-1.00   -110.88   -0.1451
-1.10   -121.29   -0.1529
-1.20   -133.48   -0.1606
-1.30   -146.39   -0.1855
-1.40   -158.74   -0.1910
-1.50   -170.90   -0.2022
-1.60   -183.58   -0.2041
-1.70   -197.07   -0.2108
-1.80   -209.95   -0.2141
-1.90   -224.28   -0.2223
-2.00   -236.54   -0.2445
