Time:            17:52:48
Temperature:     -55.0 °C
Maximum current: 2.00 A
Number of steps: 50
Samples:         1000
Measurements:    1
Delay:           0.1 s
Comment:         

First column : Current through magnets in A
Second column: Magnetic field in mT
Third column : Angle of rotation in °

-2.00   -237.06   -0.2290
-1.96   -240.62   -0.2287
-1.92   -239.20   -0.2290
-1.88   -235.76   -0.2274
-1.84   -229.92   -0.2266
-1.80   -224.80   -0.2257
-1.76   -219.55   -0.2244
-1.72   -213.87   -0.2221
-1.68   -208.71   -0.2208
-1.64   -203.66   -0.2182
-1.60   -197.49   -0.2184
-1.56   -190.59   -0.2154
-1.52   -185.14   -0.2136
-1.48   -178.13   -0.2112
-1.44   -171.78   -0.2088
-1.40   -166.23   -0.2065
-1.36   -159.71   -0.2053
-1.32   -153.65   -0.2030
-1.28   -147.20   -0.1991
-1.24   -141.75   -0.1968
-1.20   -136.01   -0.1942
-1.16   -130.07   -0.1919
-1.12   -123.23   -0.1895
-1.08   -118.01   -0.1865
-1.04   -112.63   -0.1830
-1.00   -106.60   -0.1819
-0.96   -101.08   -0.1780
-0.92    -96.51   -0.1754
-0.88    -89.05   -0.1719
-0.84    -84.29   -0.1675
-0.80    -79.84   -0.1651
-0.76    -74.14   -0.1624
-0.72    -69.17   -0.1587
-0.68    -62.20   -0.1542
-0.64    -57.11   -0.1517
-0.60    -52.31   -0.1468
-0.56    -46.21   -0.1446
-0.52    -41.77   -0.1413
-0.48    -35.61   -0.1361
-0.44    -31.43   -0.1333
-0.40    -25.46   -0.1284
-0.36    -20.76   -0.1249
-0.32    -15.67   -0.1201
-0.28    -10.06   -0.1167
-0.24     -5.42   -0.1104
-0.20      0.94   -0.1078
-0.16      4.93   -0.1019
-0.12     10.37   -0.0970
-0.08     14.56   -0.0915
-0.04     19.49   -0.0866
 0.00     24.64   -0.0812
 0.04     28.73   -0.0765
 0.08     32.52   -0.0701
 0.12     37.32   -0.0646
 0.16     40.99   -0.0599
 0.20     45.56   -0.0533
 0.24     48.58   -0.0480
